SF,FQ,BW,CR,TP,IH,HS,PL,CL,RT,count,reward
6,862,500,5,12,1,200,7,100,1,99,0.4304
6,869,500,5,20,1,200,11,140,1,55,0.4286
6,882,500,5,11,1,200,7,100,1,1,0.4196
6,874,500,5,13,1,200,8,100,1,1,0.4192
6,877,500,5,6,1,200,7,80,1,73,0.4156
6,888,500,5,12,1,200,11,100,1,1,0.3935
6,862,500,6,17,1,200,6,120,1,1,0.3867
6,890,500,6,20,1,200,10,140,1,1,0.3826
6,862,500,6,17,1,200,11,120,1,1,0.3691
6,862,500,6,12,1,200,7,100,1,229,0.3674
6,877,500,6,6,1,200,7,80,1,39,0.3529
6,885,500,5,12,1,200,20,100,1,1,0.3336
6,862,500,7,12,1,200,7,100,1,76,0.3312
6,862,500,8,12,1,200,7,100,1,30,0.3083
6,864,500,5,15,1,200,32,120,1,1,0.2971
6,881,500,5,16,1,200,25,120,1,1,0.2963
6,862,250,5,12,1,200,7,100,1,37,0.2877
6,862,250,6,12,1,200,7,100,1,20,0.2868
6,877,500,8,6,1,200,7,80,1,7,0.2784
6,863,500,6,15,1,200,32,120,1,1,0.2783
6,870,500,5,14,1,200,36,120,1,1,0.2755
6,866,500,6,14,1,200,39,120,1,1,0.2747
6,874,500,5,17,1,200,42,120,1,1,0.2741
6,884,250,5,7,1,200,10,80,1,1,0.2737
6,860,500,5,3,1,200,27,80,1,1,0.2677
7,862,500,5,12,0,200,7,100,1,29,0.2671
7,862,500,6,12,0,200,7,100,1,8,0.2670
6,865,500,5,10,1,200,41,100,1,1,0.2642
6,869,500,5,13,1,200,39,100,1,1,0.2637
6,888,500,5,2,1,200,34,80,1,1,0.2559
6,889,500,5,14,1,200,42,120,1,1,0.2532
6,867,500,6,15,1,200,44,120,1,1,0.2510
6,864,500,8,11,1,200,21,100,1,1,0.2479
6,871,500,6,15,1,200,61,120,1,1,0.2437
8,862,500,5,12,0,200,7,100,1,8,0.2432
6,877,250,5,6,1,200,7,80,1,1,0.2407
6,870,500,5,3,1,200,39,80,1,1,0.2401
6,883,500,5,9,1,200,43,100,1,1,0.2392
6,871,500,5,13,1,200,51,100,1,1,0.2362
6,863,500,6,5,1,200,41,80,1,1,0.2361
7,882,250,6,20,0,200,98,140,1,1,0.2337
6,881,500,5,3,1,200,44,80,1,1,0.2317
6,872,500,7,6,1,200,31,80,1,1,0.2301
6,863,500,7,20,1,200,72,140,1,1,0.2272
7,862,500,7,12,0,200,7,100,1,5,0.2255
6,874,500,6,14,1,200,49,120,1,1,0.2254
8,862,500,7,12,0,200,7,100,1,2,0.2241
6,883,500,8,7,1,200,35,80,1,1,0.2220
6,869,500,6,10,1,200,46,100,1,1,0.2219
6,861,500,6,2,1,200,44,80,1,1,0.2199
7,877,500,6,6,0,200,7,80,1,2,0.2195
6,862,250,7,12,1,200,7,100,1,9,0.2195
7,862,125,5,12,0,200,7,100,1,2,0.2187
6,860,500,5,9,1,200,55,100,1,1,0.2167
6,880,500,8,3,1,200,28,80,1,1,0.2159
6,862,250,8,12,1,200,7,100,1,1,0.2152
7,877,500,7,6,0,200,7,80,1,1,0.2144
6,875,500,5,17,1,200,84,120,1,1,0.2120
7,862,250,5,12,0,200,7,100,1,7,0.2120
8,862,500,6,12,0,200,7,100,1,1,0.2117
6,874,500,5,8,1,200,62,100,1,1,0.2117
7,862,125,6,12,0,200,7,100,1,2,0.2113
6,871,500,6,13,1,200,67,100,1,1,0.2111
7,877,250,5,6,0,200,7,80,1,1,0.2105
8,879,125,7,17,0,200,73,120,1,1,0.2094
