iteration,reward,timestamp
1,0.1934,2026-01-29 01:39:35
2,0.1782,2026-01-29 01:39:35
3,0.1399,2026-01-29 01:39:35
4,0.1239,2026-01-29 01:39:35
5,0.2737,2026-01-29 01:39:35
6,0.2074,2026-01-29 01:39:35
7,0.1544,2026-01-29 01:39:35
8,0.1719,2026-01-29 01:39:35
9,0.2741,2026-01-29 01:39:35
10,0.3529,2026-01-29 01:39:35
11,0.1716,2026-01-29 01:39:35
12,0.2784,2026-01-29 01:39:35
13,0.1876,2026-01-29 01:39:35
14,0.1747,2026-01-29 01:39:35
15,0.2007,2026-01-29 01:39:35
16,0.1613,2026-01-29 01:39:35
17,0.1383,2026-01-29 01:39:35
18,0.2337,2026-01-29 01:39:35
19,0.1580,2026-01-29 01:39:35
20,0.1313,2026-01-29 01:39:35
21,0.1790,2026-01-29 01:39:35
22,0.2195,2026-01-29 01:39:35
23,0.1204,2026-01-29 01:39:35
24,0.1800,2026-01-29 01:39:35
25,0.1542,2026-01-29 01:39:35
26,0.1832,2026-01-29 01:39:35
27,0.1932,2026-01-29 01:39:35
28,0.1342,2026-01-29 01:39:35
29,0.1683,2026-01-29 01:39:35
30,0.1329,2026-01-29 01:39:35
31,0.1902,2026-01-29 01:39:35
32,0.1187,2026-01-29 01:39:35
33,0.2011,2026-01-29 01:39:35
34,0.1641,2026-01-29 01:39:35
35,0.1230,2026-01-29 01:39:35
36,0.0996,2026-01-29 01:39:35
37,0.1567,2026-01-29 01:39:35
38,0.1612,2026-01-29 01:39:35
39,0.1517,2026-01-29 01:39:35
40,0.1950,2026-01-29 01:39:35
41,0.1210,2026-01-29 01:39:35
42,0.2082,2026-01-29 01:39:35
43,0.1594,2026-01-29 01:39:35
44,0.1434,2026-01-29 01:39:35
45,0.1566,2026-01-29 01:39:35
46,0.1081,2026-01-29 01:39:35
47,0.1698,2026-01-29 01:39:35
48,0.1744,2026-01-29 01:39:35
49,0.1627,2026-01-29 01:39:35
50,0.1332,2026-01-29 01:39:35
51,0.1328,2026-01-29 01:39:35
52,0.1735,2026-01-29 01:39:35
53,0.1364,2026-01-29 01:39:35
54,0.1353,2026-01-29 01:39:35
55,0.1402,2026-01-29 01:39:35
56,0.1130,2026-01-29 01:39:35
57,0.1357,2026-01-29 01:39:35
58,0.1199,2026-01-29 01:39:35
59,0.1372,2026-01-29 01:39:35
60,0.1144,2026-01-29 01:39:35
61,0.1380,2026-01-29 01:39:35
62,0.1311,2026-01-29 01:39:35
63,0.1113,2026-01-29 01:39:35
64,0.1132,2026-01-29 01:39:35
65,0.1164,2026-01-29 01:39:35
66,0.1353,2026-01-29 01:39:35
67,0.1206,2026-01-29 01:39:35
68,0.1072,2026-01-29 01:39:35
69,0.0946,2026-01-29 01:39:35
70,0.0795,2026-01-29 01:39:35
71,0.0775,2026-01-29 01:39:35
72,0.0812,2026-01-29 01:39:35
73,0.0862,2026-01-29 01:39:35
74,0.0798,2026-01-29 01:39:35
75,0.1191,2026-01-29 01:39:35
76,0.0864,2026-01-29 01:39:35
77,0.1175,2026-01-29 01:39:35
78,0.0951,2026-01-29 01:39:35
79,0.0888,2026-01-29 01:39:35
80,0.0999,2026-01-29 01:39:35
81,0.0782,2026-01-29 01:39:35
82,0.0871,2026-01-29 01:39:35
83,0.0670,2026-01-29 01:39:35
84,0.0809,2026-01-29 01:39:35
85,0.1682,2026-01-29 01:39:35
86,0.2895,2026-01-29 01:39:35
87,0.4156,2026-01-29 01:39:35
88,0.4196,2026-01-29 01:39:35
89,0.2317,2026-01-29 01:39:35
90,0.1631,2026-01-29 01:39:35
91,0.2407,2026-01-29 01:39:36
92,0.1693,2026-01-29 01:39:36
93,0.2476,2026-01-29 01:39:36
94,0.1753,2026-01-29 01:39:36
95,0.2080,2026-01-29 01:39:36
96,0.1917,2026-01-29 01:39:36
97,0.1559,2026-01-29 01:39:36
98,0.1781,2026-01-29 01:39:36
99,0.1926,2026-01-29 01:39:36
100,0.2094,2026-01-29 01:39:36
101,0.1570,2026-01-29 01:39:36
102,0.1720,2026-01-29 01:39:36
103,0.2859,2026-01-29 01:39:36
104,0.1749,2026-01-29 01:39:36
105,0.1841,2026-01-29 01:39:36
106,0.1825,2026-01-29 01:39:36
107,0.2033,2026-01-29 01:39:36
108,0.1602,2026-01-29 01:39:36
109,0.1667,2026-01-29 01:39:36
110,0.1904,2026-01-29 01:39:36
111,0.1208,2026-01-29 01:39:36
112,0.1546,2026-01-29 01:39:36
113,0.1760,2026-01-29 01:39:36
114,0.2301,2026-01-29 01:39:36
115,0.1429,2026-01-29 01:39:36
116,0.1788,2026-01-29 01:39:36
117,0.1821,2026-01-29 01:39:36
118,0.1390,2026-01-29 01:39:36
119,0.1526,2026-01-29 01:39:36
120,0.1536,2026-01-29 01:39:36
121,0.1793,2026-01-29 01:39:36
122,0.1814,2026-01-29 01:39:36
123,0.1307,2026-01-29 01:39:36
124,0.1375,2026-01-29 01:39:36
125,0.2038,2026-01-29 01:39:36
126,0.1824,2026-01-29 01:39:36
127,0.1569,2026-01-29 01:39:36
128,0.1240,2026-01-29 01:39:36
129,0.1465,2026-01-29 01:39:36
130,0.1367,2026-01-29 01:39:36
131,0.2105,2026-01-29 01:39:36
132,0.1557,2026-01-29 01:39:36
133,0.1026,2026-01-29 01:39:36
134,0.1397,2026-01-29 01:39:36
135,0.1094,2026-01-29 01:39:36
136,0.1342,2026-01-29 01:39:36
137,0.1451,2026-01-29 01:39:36
138,0.1900,2026-01-29 01:39:36
139,0.1922,2026-01-29 01:39:36
140,0.1730,2026-01-29 01:39:36
141,0.1478,2026-01-29 01:39:36
142,0.1981,2026-01-29 01:39:36
143,0.1443,2026-01-29 01:39:36
144,0.1633,2026-01-29 01:39:36
145,0.1535,2026-01-29 01:39:36
146,0.2001,2026-01-29 01:39:36
147,0.1568,2026-01-29 01:39:36
148,0.0598,2026-01-29 01:39:36
149,0.2144,2026-01-29 01:39:36
150,0.1088,2026-01-29 01:39:36
151,0.1057,2026-01-29 01:39:36
152,0.1661,2026-01-29 01:39:36
153,0.0618,2026-01-29 01:39:36
154,0.1294,2026-01-29 01:39:36
155,0.1359,2026-01-29 01:39:36
156,0.1115,2026-01-29 01:39:36
157,0.1477,2026-01-29 01:39:36
158,0.1489,2026-01-29 01:39:36
159,0.1320,2026-01-29 01:39:36
160,0.1258,2026-01-29 01:39:36
161,0.2510,2026-01-29 01:39:36
162,0.0959,2026-01-29 01:39:36
163,0.1693,2026-01-29 01:39:36
164,0.1101,2026-01-29 01:39:36
165,0.1267,2026-01-29 01:39:36
166,0.3578,2026-01-29 01:39:36
167,0.3608,2026-01-29 01:39:36
168,0.1701,2026-01-29 01:39:36
169,0.2199,2026-01-29 01:39:36
170,0.3556,2026-01-29 01:39:36
171,0.1818,2026-01-29 01:39:36
172,0.2254,2026-01-29 01:39:36
173,0.1230,2026-01-29 01:39:36
174,0.2084,2026-01-29 01:39:36
175,0.0640,2026-01-29 01:39:36
176,0.0797,2026-01-29 01:39:36
177,0.0641,2026-01-29 01:39:36
178,0.1037,2026-01-29 01:39:36
179,0.0594,2026-01-29 01:39:36
180,0.1205,2026-01-29 01:39:36
181,0.1149,2026-01-29 01:39:36
182,0.0787,2026-01-29 01:39:36
183,0.0841,2026-01-29 01:39:36
184,0.2479,2026-01-29 01:39:36
185,0.2876,2026-01-29 01:39:36
186,0.2220,2026-01-29 01:39:36
187,0.2863,2026-01-29 01:39:36
188,0.2159,2026-01-29 01:39:36
189,0.0893,2026-01-29 01:39:36
190,0.2879,2026-01-29 01:39:36
191,0.2774,2026-01-29 01:39:36
192,0.2005,2026-01-29 01:39:36
193,0.3641,2026-01-29 01:39:36
194,0.3691,2026-01-29 01:39:36
195,0.3867,2026-01-29 01:39:36
196,0.3621,2026-01-29 01:39:36
197,0.3676,2026-01-29 01:39:36
198,0.3681,2026-01-29 01:39:36
199,0.3562,2026-01-29 01:39:36
200,0.1848,2026-01-29 01:39:36
201,0.3673,2026-01-29 01:39:36
202,0.3510,2026-01-29 01:39:36
203,0.3525,2026-01-29 01:39:36
204,0.3408,2026-01-29 01:39:36
205,0.3612,2026-01-29 01:39:36
206,0.3569,2026-01-29 01:39:36
207,0.3700,2026-01-29 01:39:36
208,0.2049,2026-01-29 01:39:36
209,0.3493,2026-01-29 01:39:36
210,0.3562,2026-01-29 01:39:36
211,0.2361,2026-01-29 01:39:36
212,0.2437,2026-01-29 01:39:36
213,0.3470,2026-01-29 01:39:36
214,0.3633,2026-01-29 01:39:36
215,0.2783,2026-01-29 01:39:36
216,0.3496,2026-01-29 01:39:36
217,0.3826,2026-01-29 01:39:36
218,0.3521,2026-01-29 01:39:36
219,0.3552,2026-01-29 01:39:36
220,0.3551,2026-01-29 01:39:36
221,0.2219,2026-01-29 01:39:36
222,0.3626,2026-01-29 01:39:36
223,0.3621,2026-01-29 01:39:36
224,0.3559,2026-01-29 01:39:36
225,0.3653,2026-01-29 01:39:36
226,0.1814,2026-01-29 01:39:36
227,0.3605,2026-01-29 01:39:36
228,0.3647,2026-01-29 01:39:36
229,0.3606,2026-01-29 01:39:36
230,0.3550,2026-01-29 01:39:36
231,0.3604,2026-01-29 01:39:36
232,0.3718,2026-01-29 01:39:36
233,0.1711,2026-01-29 01:39:36
234,0.3565,2026-01-29 01:39:36
235,0.3566,2026-01-29 01:39:36
236,0.3573,2026-01-29 01:39:36
237,0.3547,2026-01-29 01:39:36
238,0.3491,2026-01-29 01:39:36
239,0.2747,2026-01-29 01:39:36
240,0.2111,2026-01-29 01:39:36
241,0.4206,2026-01-29 01:39:36
242,0.4148,2026-01-29 01:39:36
243,0.1919,2026-01-29 01:39:36
244,0.4236,2026-01-29 01:39:36
245,0.4115,2026-01-29 01:39:36
246,0.4106,2026-01-29 01:39:36
247,0.4143,2026-01-29 01:39:36
248,0.2009,2026-01-29 01:39:36
249,0.4193,2026-01-29 01:39:36
250,0.4154,2026-01-29 01:39:36
251,0.4301,2026-01-29 01:39:36
252,0.2559,2026-01-29 01:39:36
253,0.4105,2026-01-29 01:39:36
254,0.4177,2026-01-29 01:39:36
255,0.4089,2026-01-29 01:39:36
256,0.2637,2026-01-29 01:39:36
257,0.4159,2026-01-29 01:39:36
258,0.4196,2026-01-29 01:39:36
259,0.4036,2026-01-29 01:39:36
260,0.1847,2026-01-29 01:39:36
261,0.4212,2026-01-29 01:39:36
262,0.4157,2026-01-29 01:39:36
263,0.2971,2026-01-29 01:39:36
264,0.4121,2026-01-29 01:39:36
265,0.4173,2026-01-29 01:39:36
266,0.4209,2026-01-29 01:39:36
267,0.4240,2026-01-29 01:39:36
268,0.1933,2026-01-29 01:39:36
269,0.4071,2026-01-29 01:39:36
270,0.2642,2026-01-29 01:39:36
271,0.4206,2026-01-29 01:39:36
272,0.4136,2026-01-29 01:39:36
273,0.4124,2026-01-29 01:39:36
274,0.4147,2026-01-29 01:39:36
275,0.1783,2026-01-29 01:39:36
276,0.4140,2026-01-29 01:39:36
277,0.4193,2026-01-29 01:39:36
278,0.4094,2026-01-29 01:39:36
279,0.4148,2026-01-29 01:39:36
280,0.4109,2026-01-29 01:39:36
281,0.4302,2026-01-29 01:39:36
282,0.4145,2026-01-29 01:39:36
283,0.4205,2026-01-29 01:39:36
284,0.1821,2026-01-29 01:39:36
285,0.4149,2026-01-29 01:39:36
286,0.4302,2026-01-29 01:39:36
287,0.4288,2026-01-29 01:39:37
288,0.1982,2026-01-29 01:39:37
289,0.4168,2026-01-29 01:39:37
290,0.4156,2026-01-29 01:39:37
291,0.4078,2026-01-29 01:39:37
292,0.4132,2026-01-29 01:39:37
293,0.4224,2026-01-29 01:39:37
294,0.4121,2026-01-29 01:39:37
295,0.4158,2026-01-29 01:39:37
296,0.4220,2026-01-29 01:39:37
297,0.4171,2026-01-29 01:39:37
298,0.4113,2026-01-29 01:39:37
299,0.2401,2026-01-29 01:39:37
300,0.4101,2026-01-29 01:39:37
301,0.4276,2026-01-29 01:39:37
302,0.4191,2026-01-29 01:39:37
303,0.4192,2026-01-29 01:39:37
304,0.4216,2026-01-29 01:39:37
305,0.4146,2026-01-29 01:39:37
306,0.4078,2026-01-29 01:39:37
307,0.4162,2026-01-29 01:39:37
308,0.3336,2026-01-29 01:39:37
309,0.4270,2026-01-29 01:39:37
310,0.4153,2026-01-29 01:39:37
311,0.4173,2026-01-29 01:39:37
312,0.4121,2026-01-29 01:39:37
313,0.4225,2026-01-29 01:39:37
314,0.4079,2026-01-29 01:39:37
315,0.1754,2026-01-29 01:39:37
316,0.4190,2026-01-29 01:39:37
317,0.4174,2026-01-29 01:39:37
318,0.4136,2026-01-29 01:39:37
319,0.4136,2026-01-29 01:39:37
320,0.4173,2026-01-29 01:39:37
321,0.4098,2026-01-29 01:39:37
322,0.4207,2026-01-29 01:39:37
323,0.4104,2026-01-29 01:39:37
324,0.4028,2026-01-29 01:39:37
