iteration,reward,timestamp
1,0.3323,2026-01-26 21:17:39
2,0.1628,2026-01-26 21:17:55
3,0.3119,2026-01-26 21:18:09
4,0.1664,2026-01-26 21:18:26
5,0.4057,2026-01-26 21:18:49
6,0.3443,2026-01-26 21:18:49
7,0.2493,2026-01-26 21:18:50
8,0.3193,2026-01-26 21:18:52
9,0.3301,2026-01-26 21:18:54
10,0.2758,2026-01-26 21:18:59
11,0.2712,2026-01-26 21:19:06
12,0.2739,2026-01-26 21:19:08
13,0.4057,2026-01-26 21:19:09
14,0.3007,2026-01-26 21:19:10
15,0.3269,2026-01-26 21:19:11
16,0.2976,2026-01-26 21:19:14
17,0.2530,2026-01-26 21:19:19
18,0.2224,2026-01-26 21:19:30
19,0.3707,2026-01-26 21:19:36
20,0.2326,2026-01-26 21:19:40
21,0.1653,2026-01-26 21:19:55
22,0.2802,2026-01-26 21:20:09
23,0.3122,2026-01-26 21:20:10
24,0.3256,2026-01-26 21:20:12
25,0.4082,2026-01-26 21:20:13
26,0.2707,2026-01-26 21:20:14
27,0.3183,2026-01-26 21:20:16
28,0.2011,2026-01-26 21:20:31
29,0.3329,2026-01-26 21:20:42
30,0.3204,2026-01-26 21:20:43
31,0.4057,2026-01-26 21:20:44
32,0.3068,2026-01-26 21:20:45
33,0.1856,2026-01-26 21:20:55
34,0.3046,2026-01-26 21:21:08
35,0.2731,2026-01-26 21:21:10
36,0.2896,2026-01-26 21:21:11
37,0.3177,2026-01-26 21:21:14
38,0.3274,2026-01-26 21:21:15
39,0.2636,2026-01-26 21:21:17
40,0.3495,2026-01-26 21:21:18
41,0.2796,2026-01-26 21:21:19
42,0.2593,2026-01-26 21:21:24
43,0.2754,2026-01-26 21:21:32
44,0.3091,2026-01-26 21:21:36
45,0.3323,2026-01-26 21:21:38
46,0.2755,2026-01-26 21:21:41
47,0.3068,2026-01-26 21:21:43
48,0.2392,2026-01-26 21:21:45
49,0.4032,2026-01-26 21:21:47
50,0.3395,2026-01-26 21:21:48
51,0.2173,2026-01-26 21:21:58
52,0.2485,2026-01-26 21:22:08
53,0.3283,2026-01-26 21:22:10
54,0.3150,2026-01-26 21:22:12
55,0.3586,2026-01-26 21:22:23
56,0.4057,2026-01-26 21:22:24
57,0.2266,2026-01-26 21:22:34
58,0.4258,2026-01-26 21:22:42
59,0.4258,2026-01-26 21:22:42
60,0.2752,2026-01-26 21:22:45
61,0.2445,2026-01-26 21:22:53
62,0.2836,2026-01-26 21:22:58
63,0.4308,2026-01-26 21:23:00
64,0.2702,2026-01-26 21:23:01
65,0.2546,2026-01-26 21:23:04
66,0.2546,2026-01-26 21:23:16
67,0.0000,2026-01-26 21:23:48
68,0.0000,2026-01-26 21:24:19
69,0.2964,2026-01-26 21:24:24
70,0.1872,2026-01-26 21:24:29
71,0.0000,2026-01-26 21:25:02
72,0.0000,2026-01-26 21:25:34
73,0.3010,2026-01-26 21:25:38
74,0.3262,2026-01-26 21:25:39
75,0.3312,2026-01-26 21:25:40
76,0.4133,2026-01-26 21:25:51
77,0.0000,2026-01-26 21:26:22
78,0.0000,2026-01-26 21:26:52
79,0.2590,2026-01-26 21:26:56
80,0.2483,2026-01-26 21:27:03
81,0.1842,2026-01-26 21:27:13
82,0.0000,2026-01-26 21:27:47
83,0.0000,2026-01-26 21:28:21
84,0.2702,2026-01-26 21:28:24
85,0.3173,2026-01-26 21:28:26
86,0.3420,2026-01-26 21:28:26
87,0.2801,2026-01-26 21:28:28
88,0.4333,2026-01-26 21:28:39
89,0.0000,2026-01-26 21:29:09
90,0.0000,2026-01-26 21:29:40
91,0.2997,2026-01-26 21:29:43
92,0.2781,2026-01-26 21:29:45
93,0.1444,2026-01-26 21:29:50
94,0.2165,2026-01-26 21:29:59
95,0.3098,2026-01-26 21:30:05
96,0.1780,2026-01-26 21:30:11
97,0.3199,2026-01-26 21:30:16
98,0.3040,2026-01-26 21:30:18
