SF,FQ,BW,CR,TP,IH,HS,PL,CL,RT,count,reward
8,886,250,7,4,0,200,40,80,1,1,0.1605
9,874,250,5,9,0,200,7,100,1,4,0.1603
6,880,500,8,6,1,200,82,80,1,1,0.1602
9,875,500,6,15,0,200,63,120,1,1,0.1600
7,874,125,6,9,0,200,7,100,1,6,0.1600
8,874,250,7,9,0,200,7,100,1,6,0.1598
6,874,125,8,9,1,200,7,100,1,7,0.1598
9,889,125,7,7,0,200,54,80,1,1,0.1587
9,874,250,7,9,0,200,7,100,1,5,0.1586
11,872,125,5,20,0,200,67,140,1,1,0.1571
8,889,500,7,9,0,200,54,100,1,1,0.1571
7,862,500,5,8,0,200,70,100,1,1,0.1560
7,861,125,8,5,0,200,30,80,1,1,0.1541
10,871,125,6,6,0,200,30,80,1,1,0.1539
12,874,125,5,9,0,200,7,100,1,3,0.1532
9,872,500,5,7,0,200,31,80,1,1,0.1531
11,874,125,5,9,0,200,7,100,1,5,0.1522
11,890,250,8,14,0,200,64,120,1,1,0.1521
10,874,500,7,9,0,200,7,100,1,5,0.1520
8,869,500,8,5,0,200,44,80,1,1,0.1514
10,890,250,8,10,0,200,6,100,1,1,0.1514
11,874,125,6,9,0,200,7,100,1,4,0.1512
9,874,125,7,9,0,200,7,100,1,6,0.1505
6,890,125,7,4,1,200,35,80,1,1,0.1492
11,876,125,6,9,0,200,17,100,1,1,0.1492
11,874,250,7,9,0,200,7,100,1,4,0.1491
6,887,500,6,2,1,200,94,80,1,1,0.1489
6,879,125,6,7,1,200,82,80,1,1,0.1488
8,888,250,5,6,0,200,55,80,1,1,0.1487
10,874,250,6,9,0,200,7,100,1,4,0.1484
8,870,500,8,14,0,200,73,120,1,1,0.1484
10,883,250,8,13,0,200,44,100,1,1,0.1480
6,869,125,7,5,1,200,77,80,1,1,0.1475
10,874,250,5,9,0,200,7,100,1,6,0.1472
11,876,125,5,9,0,200,17,100,1,1,0.1469
10,874,125,7,9,0,200,7,100,1,6,0.1466
9,874,500,5,7,0,200,10,80,1,1,0.1464
7,872,250,5,13,0,200,94,100,1,1,0.1464
7,874,125,7,3,0,200,55,80,1,1,0.1464
8,874,250,6,9,0,200,7,100,1,9,0.1462
9,889,125,8,3,0,200,62,80,1,1,0.1462
9,874,500,6,9,0,200,7,100,1,4,0.1461
10,873,250,6,12,0,200,38,100,1,1,0.1458
9,874,500,7,9,0,200,7,100,1,5,0.1455
6,870,250,5,4,1,200,78,80,1,1,0.1454
9,861,250,5,7,0,200,90,80,1,1,0.1448
9,874,250,6,9,0,200,7,100,1,6,0.1448
10,874,500,5,9,0,200,7,100,1,5,0.1446
9,863,250,7,5,0,200,29,80,1,1,0.1437
11,876,250,5,9,0,200,17,100,1,1,0.1435
8,878,500,5,12,0,200,73,100,1,1,0.1426
7,887,500,6,7,0,200,84,80,1,1,0.1417
9,874,500,8,9,0,200,7,100,1,5,0.1412
6,876,125,5,8,1,200,70,100,1,1,0.1411
8,881,125,8,3,0,200,88,80,1,1,0.1410
10,887,500,6,12,0,200,37,100,1,1,0.1410
10,885,500,5,11,0,200,74,100,1,1,0.1404
10,872,125,5,2,0,200,10,80,1,1,0.1399
11,874,125,8,9,0,200,7,100,1,4,0.1395
7,873,500,8,4,0,200,39,80,1,1,0.1394
11,874,250,5,9,0,200,7,100,1,3,0.1384
12,884,500,5,15,0,200,9,120,1,1,0.1380
6,866,250,6,3,1,200,43,80,1,1,0.1378
8,877,250,8,8,0,200,77,100,1,1,0.1371
6,871,125,8,4,1,200,10,80,1,1,0.1368
10,876,500,7,9,0,200,17,100,1,1,0.1366
9,867,500,6,12,0,200,35,100,1,1,0.1366
11,871,250,5,14,0,200,62,120,1,1,0.1366
12,879,250,8,20,0,200,43,140,1,1,0.1363
10,886,500,8,16,0,200,81,120,1,1,0.1359
10,872,125,8,11,0,200,46,100,1,1,0.1355
10,874,250,7,9,0,200,7,100,1,4,0.1351
9,874,250,8,9,0,200,7,100,1,5,0.1350
12,880,250,6,14,0,200,8,120,1,1,0.1346
9,880,125,7,4,0,200,43,80,1,1,0.1346
7,862,250,8,2,0,200,18,80,1,1,0.1344
11,883,250,8,8,0,200,46,100,1,1,0.1342
11,876,500,7,9,0,200,17,100,1,1,0.1329
9,875,250,5,6,0,200,43,80,1,1,0.1327
8,869,125,7,4,0,200,71,80,1,1,0.1327
9,861,250,8,7,0,200,61,80,1,1,0.1326
12,887,250,8,16,0,200,9,120,1,1,0.1324
11,877,250,7,13,0,200,45,100,1,1,0.1301
7,889,250,5,7,0,200,38,80,1,1,0.1296
11,874,500,6,9,0,200,7,100,1,5,0.1277
11,874,125,7,9,0,200,7,100,1,5,0.1274
10,883,125,7,11,0,200,53,100,1,1,0.1264
11,874,500,7,9,0,200,7,100,1,5,0.1262
9,863,500,8,12,0,200,73,100,1,1,0.1259
9,867,500,7,10,0,200,53,100,1,1,0.1252
12,874,250,5,9,0,200,7,100,1,4,0.1252
7,886,125,6,5,0,200,39,80,1,1,0.1252
10,876,500,5,9,0,200,17,100,1,1,0.1248
9,876,500,8,9,0,200,17,100,1,1,0.1241
11,874,250,8,9,0,200,7,100,1,3,0.1234
11,876,250,7,9,0,200,17,100,1,1,0.1233
12,874,250,7,9,0,200,7,100,1,4,0.1230
9,879,250,8,5,0,200,18,80,1,1,0.1227
10,874,250,8,9,0,200,7,100,1,5,0.1222
11,874,500,5,9,0,200,7,100,1,3,0.1211
10,874,500,6,9,0,200,7,100,1,3,0.1195
12,874,125,6,9,0,200,7,100,1,5,0.1183
11,876,250,6,6,0,200,24,80,1,1,0.1175
12,888,125,8,14,0,200,15,120,1,1,0.1168
11,865,125,7,9,0,200,38,100,1,1,0.1165
12,874,250,8,9,0,200,7,100,1,3,0.1150
12,874,125,7,9,0,200,7,100,1,3,0.1149
9,861,250,6,2,0,200,67,80,1,1,0.1140
10,873,500,6,5,0,200,24,80,1,1,0.1133
11,874,250,6,9,0,200,7,100,1,4,0.1121
10,874,500,8,9,0,200,7,100,1,4,0.1120
9,879,500,7,7,0,200,93,80,1,1,0.1100
12,874,500,6,9,0,200,7,100,1,4,0.1094
7,887,250,8,2,0,200,94,80,1,1,0.1093
9,860,250,6,3,0,200,35,80,1,1,0.1069
11,861,125,8,2,0,200,29,80,1,1,0.1066
12,874,500,5,9,0,200,7,100,1,4,0.1057
12,874,250,6,9,0,200,7,100,1,5,0.1057
10,864,250,5,6,0,200,80,80,1,1,0.1051
10,881,250,7,4,0,200,86,80,1,1,0.1036
12,876,500,7,9,0,200,17,100,1,1,0.1027
12,883,125,5,9,0,200,39,100,1,1,0.1017
11,861,500,5,2,0,200,58,80,1,1,0.1014
12,874,125,8,9,0,200,7,100,1,3,0.1002
12,886,500,8,12,0,200,12,100,1,1,0.1001
10,867,250,6,4,0,200,26,80,1,1,0.0998
12,876,125,5,6,0,200,42,80,1,1,0.0985
11,887,500,6,3,0,200,48,80,1,1,0.0984
11,874,500,8,9,0,200,7,100,1,3,0.0967
10,877,250,7,2,0,200,13,80,1,1,0.0962
11,876,500,8,9,0,200,17,100,1,1,0.0955
11,872,250,6,4,0,200,67,80,1,1,0.0942
12,874,500,8,9,0,200,7,100,1,4,0.0941
11,890,500,8,7,0,200,86,80,1,1,0.0873
6,880,125,6,4,1,200,74,80,1,1,0.0863
11,877,125,6,6,0,200,98,80,1,1,0.0863
10,886,500,6,5,0,200,51,80,1,1,0.0851
10,864,500,8,2,0,200,22,80,1,1,0.0846
12,874,500,7,9,0,200,7,100,1,4,0.0837
11,871,250,5,2,0,200,63,80,1,1,0.0826
12,887,250,7,10,0,200,91,100,1,1,0.0810
12,872,125,8,7,0,200,24,80,1,1,0.0792
11,865,125,8,6,0,200,36,80,1,1,0.0761
11,882,500,5,6,0,200,94,80,1,1,0.0724
12,879,125,5,6,0,200,81,80,1,1,0.0701
12,866,500,6,2,0,200,21,80,1,1,0.0694
11,879,250,8,5,0,200,98,80,1,1,0.0632
12,876,250,5,3,0,200,55,80,1,1,0.0612
12,887,125,7,10,0,200,91,100,1,1,0.0550
12,887,125,7,5,0,200,42,80,1,1,0.0482
12,868,125,6,5,0,200,92,80,1,1,0.0406
