iteration,reward,timestamp,epsilon
1,0.2117583333,,0.9
2,0.3457570833,,0.8955
3,0.201245,,0.8910224999999999
4,0.2093202,,0.8865673875
5,0.1785650333,,0.8821345505625
6,0.1733116667,,0.8777238778096875
7,0.3375716,,0.8733352584206391
8,0.2402225667,,0.8689685821285359
9,0.3122544667,,0.8646237392178933
10,0.2555405,,0.8603006205218038
11,0.2601560333,,0.8559991174191948
12,0.2957861333,,0.8517191218320987
13,0.3134064333,,0.8474605262229382
14,0.2302710667,,0.8432232235918236
15,0.3125331667,,0.8390071074738644
16,0.2898058333,,0.8348120719364951
17,0.1983226667,,0.8306380115768126
18,0.2049458333,,0.8264848215189285
19,0.3187319667,,0.8223523974113339
20,0.2022891667,,0.8182406354242773
21,0.3648099167,,0.8141494322471559
22,0.1670591667,,0.8100786850859201
23,0.3230929833,,0.8060282916604905
24,0.2208541,,0.801998150202188
25,0.3248400667,,0.7979881594511771
26,0.2779715,,0.7939982186539212
27,0.2812830833,,0.7900282275606516
28,0.3355713667,,0.7860780864228484
29,0.2934814,,0.7821476959907341
30,0.3300637,,0.7782369575107804
31,0.4081788333,,0.7743457727232265
32,0.3061070333,,0.7704740438596104
33,0.3274779667,,0.7666216736403123
34,0.3399721,,0.7627885652721107
35,0.3369915,,0.7589746224457501
36,0.2750158333,,0.7551797493335214
37,0.3219724833,,0.7514038505868538
38,0.2019738333,,0.7476468313339195
39,0.2019738333,,0.7439085971772499
40,0.30318325,,0.7401890541913636
41,0.3541056,,0.7364881089204068
42,0.2739290333,,0.7328056683758049
43,0.2772256667,,0.7291416400339258
44,0.2074391667,,0.7254959318337562
45,0.3204514333,,0.7218684521745874
46,0.2325365667,,0.7182591099137144
47,0.349499,,0.7146678143641458
48,0.2848949,,0.7110944752923251
49,0.3031077333,,0.7075390029158635
50,0.26230305,,0.7040013079012841
51,0.3035294,,0.7004813013617777
52,0.2115208333,,0.6969788948549688
53,0.2589616667,,0.693494000380694
54,0.2214353333,,0.6900265303787905
55,0.2900822333,,0.6865763977268965
56,0.2967139667,,0.683143515738262
57,0.2215251667,,0.6797277981595707
58,0.2865656667,,0.6763291591687729
59,0.2635262833,,0.672947513372929
60,0.2558129167,,0.6695827758060644
61,0.2730559167,,0.6662348619270341
62,0.3462127,,0.6629036876173989
63,0.2953018333,,0.659589169179312
64,0.2350627333,,0.6562912233334154
65,0.2788365667,,0.6530097672167483
66,0.33007425,,0.6497447183806646
67,0.2767811333,,0.6464959947887613
68,0.3027748,,0.6432635148148175
69,0.3651217667,,0.6400471972407433
70,0.2878716667,,0.6368469612545397
71,0.3307134667,,0.6336627264482669
72,0.2978759667,,0.6304944128160256
73,0.2425909167,,0.6273419407519455
74,0.2006341667,,0.6242052310481858
75,0.2282986667,,0.6210842048929449
76,0.2842846,,0.6179787838684802
77,0.3303531667,,0.6148888899491377
78,0.292931,,0.611814445499392
79,0.2637404167,,0.608755373271895
80,0.2280341667,,0.6057115964055355
81,0.3388900333,,0.6026830384235078
82,0.301704,,0.5996696232313903
83,0.3206934667,,0.5966712751152333
84,0.245837,,0.5936879187396572
85,0.2863696667,,0.5907194791459589
86,0.3177606667,,0.5877658817502291
87,0.30852535,,0.584827052341478
88,0.2124383333,,0.5819029170797706
89,0.2124375,,0.5789934024943717
90,0.2159877667,,0.5760984354818999
91,0.3155498333,,0.5732179433044904
92,0.28466375,,0.5703518535879679
93,0.16742,,0.5675000943200281
94,0.3039532833,,0.564662593848428
95,0.2764331667,,0.5618392808791859
96,0.1989158333,,0.55903008447479
97,0.2410862333,,0.556234934052416
98,0.3204850333,,0.5534537593821539
99,0.2267009,,0.5506864905852431
100,0.2486093333,,0.5479330581323169
101,0.3197972167,,0.5451933928416552
102,0.2620598333,,0.542467425877447
103,0.2765733333,,0.5397550887480598
104,0.2097971667,,0.5370563133043195
105,0.3451060333,,0.5343710317377979
106,0.34384485,,0.5316991765791089
107,0.2532594,,0.5290406806962134
108,0.1736808333,,0.5263954772927323
109,0.2865370333,,0.5237634999062686
110,0.2440302333,,0.5211446824067373
111,0.3607278,,0.5185389589947036
112,0.2029234167,,0.5159462641997301
113,0.2740872333,,0.5133665328787315
114,0.3100184667,,0.5107997002143378
115,0.2765223667,,0.5082457017132661
116,0.2115415,,0.5057044732046998
117,0.3214252667,,0.5031759508386763
118,0.2329798333,,0.5006600710844828
119,0.36684805,,0.49815677072906045
120,0.18587,,0.49566598687541513
121,0.1858691667,,0.49318765694103806
122,0.2404519,,0.49072171865633285
123,0.32913325,,0.4882681100630512
124,0.2803135,,0.48582676951273596
125,0.2996212167,,0.4833976356651723
126,0.3060055,,0.48098064748684644
127,0.3042058,,0.4785757442494122
128,0.2123249833,,0.47618286552816513
129,0.3064108,,0.4738019512005243
130,0.29975405,,0.4714329414445217
131,0.3177333333,,0.46907577673729905
132,0.3157821667,,0.46673039785361253
133,0.2737844167,,0.4643967458643445
134,0.31298395,,0.46207476213502274
135,0.3257278333,,0.45976438832434763
136,0.18609,,0.4574655663827259
137,0.2501421833,,0.45517823855081224
138,0.3019946,,0.4529023473580582
139,0.3786791,,0.45063783562126786
140,0.2913506833,,0.4483846464431615
141,0.3089155,,0.44614272321094567
142,0.4016586333,,0.4439120095948909
143,0.31351015,,0.44169244954691644
144,0.2172366667,,0.43948398729918187
145,0.2378063333,,0.43728656736268595
146,0.2853092667,,0.43510013452587254
147,0.1967833333,,0.4329246338532432
148,0.1967833333,,0.43076001068397696
149,0.3090384333,,0.4286062106305571
150,0.2987484667,,0.4264631795774043
151,0.2739782667,,0.4243308636795173
152,0.3032063667,,0.42220920936111966
153,0.2222183333,,0.42009816331431404
154,0.2197183333,,0.41799767249774245
155,0.2464003667,,0.41590768413525375
156,0.2640355667,,0.4138281457145775
157,0.2853808667,,0.4117590049860046
158,0.30773725,,0.4097002099610746
159,0.2668058333,,0.40765170891126923
160,0.19844,,0.40561345036671287
161,0.3029849667,,0.4035853831148793
162,0.2577485667,,0.4015674561993049
163,0.2899453667,,0.3995596189183084
164,0.2241047667,,0.3975618208237168
165,0.3026986667,,0.3955740117195982
166,0.3046126333,,0.3935961416610002
167,0.3060506667,,0.3916281609526952
168,0.2274904667,,0.38967002014793173
169,0.2246800833,,0.38772167004719205
170,0.3046896333,,0.3857830616969561
171,0.2942976667,,0.3838541463884713
172,0.2313783,,0.38193487565652895
173,0.3569059,,0.3800252012782463
174,0.2143959,,0.37812507527185507
175,0.2237900333,,0.3762344498954958
176,0.2239733333,,0.37435327764601833
