state,SF,FQ,BW,CR,TP,IH,HS,PL,CL,RT,value
"{'delay': 943.0, 'rssi': -23.0, 'snr': 6.25, 'time_over_air': 396.0, 'bytes_per_second': 22.0, 'chunks_count': 1.0, 'attempt': 1}",6,883,250,8,16,1,200,43,120,1,0.032913325
"{'delay': 365.0, 'rssi': -4.0, 'snr': 7.75, 'time_over_air': 21.0, 'bytes_per_second': 428.0, 'chunks_count': 1.0, 'attempt': 1}",9,886,500,8,2,0,200,82,80,1,0.02803135
"{'delay': 325.0, 'rssi': -22.0, 'snr': 7.75, 'time_over_air': 122.0, 'bytes_per_second': 73.0, 'chunks_count': 1.0, 'attempt': 1}",7,889,125,6,8,0,200,72,100,1,0.029962121670000005
"{'delay': 298.0, 'rssi': -18.0, 'snr': 9.75, 'time_over_air': 111.0, 'bytes_per_second': 81.0, 'chunks_count': 1.0, 'attempt': 1}",8,886,125,5,10,0,200,80,100,1,0.03060055
"{'delay': 529.0, 'rssi': -13.0, 'snr': 12.0, 'time_over_air': 220.0, 'bytes_per_second': 40.0, 'chunks_count': 1.0, 'attempt': 1}",8,872,250,6,17,0,200,69,120,1,0.030420580000000003
"{'delay': 280.0, 'rssi': -10.0, 'snr': 12.25, 'time_over_air': 102.0, 'bytes_per_second': 88.0, 'chunks_count': 1.0, 'attempt': 1}",12,877,250,7,14,0,200,12,120,1,0.021232498330000002
"{'delay': 1681.0, 'rssi': -10.0, 'snr': 10.5, 'time_over_air': 627.0, 'bytes_per_second': 14.0, 'chunks_count': 1.0, 'attempt': 1}",8,865,500,8,17,0,200,16,120,1,0.03064108
"{'delay': 123.0, 'rssi': -17.0, 'snr': 7.0, 'time_over_air': 27.0, 'bytes_per_second': 333.0, 'chunks_count': 1.0, 'attempt': 1}",8,871,500,6,14,0,200,45,120,1,0.029975405
"{'delay': 143.0, 'rssi': -11.0, 'snr': 7.5, 'time_over_air': 39.0, 'bytes_per_second': 230.0, 'chunks_count': 1.0, 'attempt': 1}",9,876,125,6,2,0,200,49,80,1,0.03177333333
"{'delay': 785.0, 'rssi': -22.0, 'snr': 13.25, 'time_over_air': 325.0, 'bytes_per_second': 27.0, 'chunks_count': 1.0, 'attempt': 1}",7,861,250,7,6,0,200,76,80,1,0.03157821667
"{'delay': 187.0, 'rssi': -24.0, 'snr': 10.0, 'time_over_air': 60.0, 'bytes_per_second': 150.0, 'chunks_count': 1.0, 'attempt': 1}",10,860,125,7,8,0,200,72,100,1,0.02737844167
"{'delay': 1851.0, 'rssi': -20.0, 'snr': 13.5, 'time_over_air': 805.0, 'bytes_per_second': 11.0, 'chunks_count': 1.0, 'attempt': 1}",8,887,125,7,10,0,200,46,100,1,0.031298395
"{'delay': 427.0, 'rssi': -13.0, 'snr': 12.0, 'time_over_air': 163.0, 'bytes_per_second': 55.0, 'chunks_count': 1.0, 'attempt': 1}",8,883,250,8,7,0,200,83,80,1,0.03257278333
"{'delay': 327.0, 'rssi': -19.0, 'snr': 12.5, 'time_over_air': 123.0, 'bytes_per_second': 73.0, 'chunks_count': 1.0, 'attempt': 1}",12,863,125,6,14,0,200,50,120,1,0.018609
"{'delay': 5568.0, 'rssi': -17.0, 'snr': 10.25, 'time_over_air': 2434.0, 'bytes_per_second': 3.0, 'chunks_count': 1.0, 'attempt': 1}",11,869,125,5,14,0,200,6,120,1,0.02501421833
"{'delay': 1335.0, 'rssi': -11.0, 'snr': 11.75, 'time_over_air': 463.0, 'bytes_per_second': 19.0, 'chunks_count': 1.0, 'attempt': 1}",6,883,125,8,8,1,200,25,100,1,0.03019946
"{'delay': 650.0, 'rssi': -11.0, 'snr': 6.75, 'time_over_air': 32.0, 'bytes_per_second': 281.0, 'chunks_count': 1.0, 'attempt': 1}",6,884,500,5,14,1,200,30,120,1,0.037867910000000005
"{'delay': 159.0, 'rssi': -1.0, 'snr': 3.0, 'time_over_air': 8.0, 'bytes_per_second': 1125.0, 'chunks_count': 1.0, 'attempt': 1}",8,890,500,7,14,0,200,50,120,1,0.029135068330000003
"{'delay': 154.0, 'rssi': -10.0, 'snr': 7.0, 'time_over_air': 43.0, 'bytes_per_second': 209.0, 'chunks_count': 1.0, 'attempt': 1}",6,864,500,5,2,1,200,94,80,1,0.030891550000000004
"{'delay': 175.0, 'rssi': -21.0, 'snr': 3.5, 'time_over_air': 16.0, 'bytes_per_second': 562.0, 'chunks_count': 1.0, 'attempt': 1}",6,888,500,5,17,1,200,22,120,1,0.04016586333
"{'delay': 156.0, 'rssi': 1.0, 'snr': 3.25, 'time_over_air': 7.0, 'bytes_per_second': 1285.0, 'chunks_count': 1.0, 'attempt': 1}",10,875,250,6,10,0,200,59,100,1,0.031351015
"{'delay': 818.0, 'rssi': -11.0, 'snr': 14.0, 'time_over_air': 341.0, 'bytes_per_second': 26.0, 'chunks_count': 1.0, 'attempt': 1}",11,878,125,7,20,0,200,12,140,1,0.021723666670000003
"{'delay': 1794.0, 'rssi': -11.0, 'snr': 12.0, 'time_over_air': 627.0, 'bytes_per_second': 14.0, 'chunks_count': 1.0, 'attempt': 1}",11,883,250,6,11,0,200,63,100,1,0.023780633330000002
"{'delay': 1646.0, 'rssi': -12.0, 'snr': 10.25, 'time_over_air': 715.0, 'bytes_per_second': 12.0, 'chunks_count': 1.0, 'attempt': 1}",7,882,500,8,9,0,200,96,100,1,0.02853092667
"{'delay': 134.0, 'rssi': -9.0, 'snr': 5.5, 'time_over_air': 36.0, 'bytes_per_second': 250.0, 'chunks_count': 1.0, 'attempt': 1}",12,860,125,6,11,0,200,36,100,1,0.019678333330000002
"{'delay': 4650.0, 'rssi': -19.0, 'snr': 11.0, 'time_over_air': 1975.0, 'bytes_per_second': 4.0, 'chunks_count': 1.0, 'attempt': 1}",9,886,125,6,9,0,200,76,100,1,0.048614343327
"{'delay': 1027.0, 'rssi': -13.0, 'snr': 14.25, 'time_over_air': 436.0, 'bytes_per_second': 20.0, 'chunks_count': 1.0, 'attempt': 1}",8,875,125,7,15,0,200,34,120,1,0.02987484667
"{'delay': 378.0, 'rssi': -10.0, 'snr': 11.75, 'time_over_air': 138.0, 'bytes_per_second': 65.0, 'chunks_count': 1.0, 'attempt': 1}",11,862,500,8,5,0,200,17,80,1,0.02739782667
"{'delay': 532.0, 'rssi': -27.0, 'snr': 8.0, 'time_over_air': 186.0, 'bytes_per_second': 48.0, 'chunks_count': 1.0, 'attempt': 1}",7,876,125,5,5,0,200,77,80,1,0.03032063667
"{'delay': 297.0, 'rssi': -19.0, 'snr': 10.0, 'time_over_air': 112.0, 'bytes_per_second': 80.0, 'chunks_count': 1.0, 'attempt': 1}",11,866,125,6,6,0,200,94,80,1,0.02222183333
"{'delay': 4350.0, 'rssi': -27.0, 'snr': 13.5, 'time_over_air': 1938.0, 'bytes_per_second': 4.0, 'chunks_count': 1.0, 'attempt': 1}",12,871,500,6,8,0,200,35,100,1,0.021971833330000003
"{'delay': 4350.0, 'rssi': -27.0, 'snr': 13.25, 'time_over_air': 1938.0, 'bytes_per_second': 4.0, 'chunks_count': 1.0, 'attempt': 2}",10,882,500,8,15,0,200,53,120,1,0.024640036670000004
"{'delay': 441.0, 'rssi': -9.0, 'snr': 7.25, 'time_over_air': 167.0, 'bytes_per_second': 53.0, 'chunks_count': 1.0, 'attempt': 1}",10,890,250,8,11,0,200,78,100,1,0.02640355667
"{'delay': 441.0, 'rssi': -9.0, 'snr': 7.25, 'time_over_air': 167.0, 'bytes_per_second': 53.0, 'chunks_count': 1.0, 'attempt': 1}",11,886,125,5,4,0,200,13,80,1,0.028538086670000004
"{'delay': 1564.0, 'rssi': -21.0, 'snr': 12.0, 'time_over_air': 578.0, 'bytes_per_second': 15.0, 'chunks_count': 1.0, 'attempt': 1}",9,860,250,6,12,0,200,17,100,1,0.030773725000000002
"{'delay': 290.0, 'rssi': -18.0, 'snr': 10.5, 'time_over_air': 97.0, 'bytes_per_second': 92.0, 'chunks_count': 1.0, 'attempt': 1}",11,883,250,8,2,0,200,84,80,1,0.026680583330000004
"{'delay': 2105.0, 'rssi': -23.0, 'snr': 11.75, 'time_over_air': 920.0, 'bytes_per_second': 9.0, 'chunks_count': 1.0, 'attempt': 1}",11,873,250,5,15,0,200,76,120,1,0.019844
"{'delay': 1802.0, 'rssi': -9.0, 'snr': 10.25, 'time_over_air': 805.0, 'bytes_per_second': 11.0, 'chunks_count': 1.0, 'attempt': 1}",8,875,500,5,8,0,200,43,100,1,0.030298496670000005
"{'delay': 137.0, 'rssi': -13.0, 'snr': 7.25, 'time_over_air': 36.0, 'bytes_per_second': 250.0, 'chunks_count': 1.0, 'attempt': 1}",12,861,250,5,6,0,200,42,80,1,0.025774856670000002
"{'delay': 2436.0, 'rssi': -24.0, 'snr': 13.0, 'time_over_air': 1053.0, 'bytes_per_second': 8.0, 'chunks_count': 1.0, 'attempt': 1}",9,875,500,5,11,0,200,7,100,1,0.02899453667
"{'delay': 143.0, 'rssi': -11.0, 'snr': 6.0, 'time_over_air': 36.0, 'bytes_per_second': 250.0, 'chunks_count': 1.0, 'attempt': 1}",12,885,500,6,9,0,200,57,100,1,0.022410476670000002
"{'delay': 1499.0, 'rssi': -10.0, 'snr': 7.75, 'time_over_air': 666.0, 'bytes_per_second': 13.0, 'chunks_count': 1.0, 'attempt': 1}",6,874,500,8,7,1,200,98,80,1,0.030269866670000003
"{'delay': 228.0, 'rssi': -9.0, 'snr': 3.75, 'time_over_air': 18.0, 'bytes_per_second': 500.0, 'chunks_count': 1.0, 'attempt': 1}",9,869,250,8,3,0,200,34,80,1,0.030461263330000002
"{'delay': 397.0, 'rssi': -22.0, 'snr': 10.5, 'time_over_air': 144.0, 'bytes_per_second': 62.0, 'chunks_count': 1.0, 'attempt': 1}",10,874,250,5,2,0,200,54,80,1,0.03060506667
"{'delay': 749.0, 'rssi': -20.0, 'snr': 12.0, 'time_over_air': 313.0, 'bytes_per_second': 28.0, 'chunks_count': 1.0, 'attempt': 1}",11,873,125,8,13,0,200,20,100,1,0.022749046670000002
"{'delay': 2187.0, 'rssi': -12.0, 'snr': 10.75, 'time_over_air': 791.0, 'bytes_per_second': 11.0, 'chunks_count': 1.0, 'attempt': 1}",10,880,250,8,16,0,200,69,120,1,0.02246800833
"{'delay': 957.0, 'rssi': -9.0, 'snr': 12.0, 'time_over_air': 399.0, 'bytes_per_second': 22.0, 'chunks_count': 1.0, 'attempt': 1}",10,877,125,8,11,0,200,7,100,1,0.03046896333
"{'delay': 843.0, 'rssi': -12.0, 'snr': 12.75, 'time_over_air': 289.0, 'bytes_per_second': 31.0, 'chunks_count': 1.0, 'attempt': 1}",7,864,500,7,12,0,200,84,100,1,0.029429766670000003
"{'delay': 126.0, 'rssi': -14.0, 'snr': 6.0, 'time_over_air': 32.0, 'bytes_per_second': 281.0, 'chunks_count': 1.0, 'attempt': 1}",12,871,250,8,8,0,200,38,100,1,0.02313783
"{'delay': 2648.0, 'rssi': -12.0, 'snr': 11.5, 'time_over_air': 1086.0, 'bytes_per_second': 8.0, 'chunks_count': 1.0, 'attempt': 1}",6,865,250,8,5,1,200,16,80,1,0.03569059
"{'delay': 351.0, 'rssi': -22.0, 'snr': 7.25, 'time_over_air': 14.0, 'bytes_per_second': 642.0, 'chunks_count': 1.0, 'attempt': 1}",11,885,250,5,15,0,200,38,120,1,0.02143959
"{'delay': 1179.0, 'rssi': -7.0, 'snr': 11.0, 'time_over_air': 494.0, 'bytes_per_second': 18.0, 'chunks_count': 1.0, 'attempt': 1}",12,864,125,8,9,0,200,11,100,1,0.02237900333
"{'delay': 3470.0, 'rssi': -19.0, 'snr': 13.0, 'time_over_air': 1287.0, 'bytes_per_second': 6.0, 'chunks_count': 1.0, 'attempt': 1}",9,862,500,7,16,0,200,48,120,1,0.02239733333
"{'delay': 3470.0, 'rssi': -19.0, 'snr': 13.25, 'time_over_air': 1287.0, 'bytes_per_second': 6.0, 'chunks_count': 1.0, 'attempt': 2}",8,870,125,7,4,0,200,81,80,1,0.02477942667
"{'delay': 570.0, 'rssi': -19.0, 'snr': 5.75, 'time_over_air': 234.0, 'bytes_per_second': 38.0, 'chunks_count': 1.0, 'attempt': 1}",10,867,500,6,6,0,200,89,80,1,0.02713936
"{'delay': 560.0, 'rssi': -23.0, 'snr': 8.25, 'time_over_air': 232.0, 'bytes_per_second': 38.0, 'chunks_count': 1.0, 'attempt': 1}",11,884,250,5,12,0,200,41,100,1,0.024154908330000002
"{'delay': 1228.0, 'rssi': -8.0, 'snr': 9.0, 'time_over_air': 519.0, 'bytes_per_second': 17.0, 'chunks_count': 1.0, 'attempt': 1}",11,861,500,5,20,0,200,22,140,1,0.02106455
"{'delay': 487.0, 'rssi': -13.0, 'snr': 7.75, 'time_over_air': 182.0, 'bytes_per_second': 49.0, 'chunks_count': 1.0, 'attempt': 1}",12,871,500,5,4,0,200,34,80,1,0.02484720667
"{'delay': 1073.0, 'rssi': -16.0, 'snr': 7.5, 'time_over_air': 461.0, 'bytes_per_second': 19.0, 'chunks_count': 1.0, 'attempt': 1}",7,870,500,8,13,0,200,16,100,1,0.03307438
"{'delay': 94.0, 'rssi': -6.0, 'snr': 5.75, 'time_over_air': 16.0, 'bytes_per_second': 562.0, 'chunks_count': 1.0, 'attempt': 1}",7,875,125,8,9,0,200,58,100,1,0.029759550000000003
"{'delay': 292.0, 'rssi': -12.0, 'snr': 9.5, 'time_over_air': 105.0, 'bytes_per_second': 85.0, 'chunks_count': 1.0, 'attempt': 1}",11,862,500,8,7,0,200,89,80,1,0.02423148333
"{'delay': 1121.0, 'rssi': -21.0, 'snr': 7.5, 'time_over_air': 481.0, 'bytes_per_second': 18.0, 'chunks_count': 1.0, 'attempt': 1}",10,877,500,6,3,0,200,41,80,1,0.02758848
"{'delay': 364.0, 'rssi': -19.0, 'snr': 7.5, 'time_over_air': 134.0, 'bytes_per_second': 67.0, 'chunks_count': 1.0, 'attempt': 1}",9,866,500,6,5,0,200,80,80,1,0.028300446670000003
"{'delay': 302.0, 'rssi': -25.0, 'snr': 8.0, 'time_over_air': 113.0, 'bytes_per_second': 79.0, 'chunks_count': 1.0, 'attempt': 1}",12,888,125,7,16,0,200,68,120,1,0.01715083333
"{'delay': 6976.0, 'rssi': -7.0, 'snr': 9.25, 'time_over_air': 3089.0, 'bytes_per_second': 2.0, 'chunks_count': 1.0, 'attempt': 1}",10,870,250,7,9,0,200,33,100,1,0.03297463
"{'delay': 634.0, 'rssi': -10.0, 'snr': 14.5, 'time_over_air': 243.0, 'bytes_per_second': 37.0, 'chunks_count': 1.0, 'attempt': 1}",9,881,500,5,4,0,200,60,80,1,0.027762433330000003
"{'delay': 252.0, 'rssi': -19.0, 'snr': 7.0, 'time_over_air': 90.0, 'bytes_per_second': 100.0, 'chunks_count': 1.0, 'attempt': 1}",12,867,500,6,8,0,200,23,100,1,0.025281223330000005
"{'delay': 943.0, 'rssi': -17.0, 'snr': 8.0, 'time_over_air': 388.0, 'bytes_per_second': 23.0, 'chunks_count': 1.0, 'attempt': 1}",6,871,125,5,11,1,200,59,100,1,0.028718149999999998
"{'delay': 479.0, 'rssi': -9.0, 'snr': 6.5, 'time_over_air': 45.0, 'bytes_per_second': 200.0, 'chunks_count': 1.0, 'attempt': 1}",8,860,250,5,20,0,200,69,140,1,0.0294576
"{'delay': 270.0, 'rssi': -16.0, 'snr': 12.25, 'time_over_air': 99.0, 'bytes_per_second': 90.0, 'chunks_count': 1.0, 'attempt': 1}",11,862,250,8,17,0,200,27,120,1,0.02217925
"{'delay': 1171.0, 'rssi': -16.0, 'snr': 12.25, 'time_over_air': 453.0, 'bytes_per_second': 19.0, 'chunks_count': 1.0, 'attempt': 1}",11,886,250,5,14,0,200,81,120,1,0.019553333330000002
"{'delay': 1884.0, 'rssi': -8.0, 'snr': 10.0, 'time_over_air': 846.0, 'bytes_per_second': 10.0, 'chunks_count': 1.0, 'attempt': 1}",9,861,500,6,5,0,200,98,80,1,0.02827833667
"{'delay': 339.0, 'rssi': -25.0, 'snr': 8.25, 'time_over_air': 132.0, 'bytes_per_second': 68.0, 'chunks_count': 1.0, 'attempt': 1}",8,869,125,5,10,0,200,63,100,1,0.031263441669999996
"{'delay': 460.0, 'rssi': -12.0, 'snr': 12.25, 'time_over_air': 185.0, 'bytes_per_second': 48.0, 'chunks_count': 1.0, 'attempt': 1}",7,875,250,7,16,0,200,33,120,1,0.0322066
"{'delay': 143.0, 'rssi': -8.0, 'snr': 10.0, 'time_over_air': 38.0, 'bytes_per_second': 236.0, 'chunks_count': 1.0, 'attempt': 1}",7,880,125,7,15,0,200,26,120,1,0.030406563330000004
"{'delay': 215.0, 'rssi': -9.0, 'snr': 10.0, 'time_over_air': 68.0, 'bytes_per_second': 132.0, 'chunks_count': 1.0, 'attempt': 1}",7,861,125,8,9,0,200,29,100,1,0.03068916
"{'delay': 232.0, 'rssi': -20.0, 'snr': 9.75, 'time_over_air': 76.0, 'bytes_per_second': 118.0, 'chunks_count': 1.0, 'attempt': 1}",10,861,250,8,5,0,200,95,80,1,0.02912688333
"{'delay': 1171.0, 'rssi': -24.0, 'snr': 12.25, 'time_over_air': 505.0, 'bytes_per_second': 17.0, 'chunks_count': 1.0, 'attempt': 1}",7,872,500,5,3,0,200,47,80,1,0.031076870000000003
"{'delay': 101.0, 'rssi': -17.0, 'snr': 5.5, 'time_over_air': 21.0, 'bytes_per_second': 428.0, 'chunks_count': 1.0, 'attempt': 1}",7,878,250,7,12,0,200,65,100,1,0.0314317
"{'delay': 175.0, 'rssi': -9.0, 'snr': 9.75, 'time_over_air': 54.0, 'bytes_per_second': 166.0, 'chunks_count': 1.0, 'attempt': 1}",7,879,125,5,8,0,200,57,100,1,0.030323260000000005
"{'delay': 256.0, 'rssi': -11.0, 'snr': 9.75, 'time_over_air': 92.0, 'bytes_per_second': 97.0, 'chunks_count': 1.0, 'attempt': 1}",11,875,500,5,13,0,200,42,100,1,0.02424060333
"{'delay': 651.0, 'rssi': -8.0, 'snr': 6.5, 'time_over_air': 264.0, 'bytes_per_second': 34.0, 'chunks_count': 1.0, 'attempt': 1}",7,879,500,5,2,0,200,100,80,1,0.02907395
"{'delay': 129.0, 'rssi': -18.0, 'snr': 5.75, 'time_over_air': 34.0, 'bytes_per_second': 264.0, 'chunks_count': 1.0, 'attempt': 1}",7,860,500,6,9,0,200,83,100,1,0.029105626670000002
"{'delay': 123.0, 'rssi': -16.0, 'snr': 5.5, 'time_over_air': 31.0, 'bytes_per_second': 290.0, 'chunks_count': 1.0, 'attempt': 1}",10,889,125,6,5,0,200,59,80,1,0.02714967
"{'delay': 1579.0, 'rssi': -17.0, 'snr': 11.5, 'time_over_air': 682.0, 'bytes_per_second': 13.0, 'chunks_count': 1.0, 'attempt': 1}",10,875,250,8,20,0,200,47,140,1,0.022417416670000002
"{'delay': 777.0, 'rssi': -8.0, 'snr': 12.25, 'time_over_air': 309.0, 'bytes_per_second': 29.0, 'chunks_count': 1.0, 'attempt': 1}",10,885,500,5,17,0,200,80,120,1,0.022133483330000002
"{'delay': 509.0, 'rssi': -5.0, 'snr': 7.75, 'time_over_air': 210.0, 'bytes_per_second': 42.0, 'chunks_count': 1.0, 'attempt': 1}",10,884,125,5,8,0,200,47,100,1,0.02902562333
"{'delay': 1325.0, 'rssi': -10.0, 'snr': 13.25, 'time_over_air': 568.0, 'bytes_per_second': 15.0, 'chunks_count': 1.0, 'attempt': 1}",10,874,500,8,15,0,200,82,120,1,0.02303461
"{'delay': 561.0, 'rssi': -8.0, 'snr': 7.0, 'time_over_air': 226.0, 'bytes_per_second': 39.0, 'chunks_count': 1.0, 'attempt': 1}",6,865,125,6,14,1,200,50,120,1,0.02893459
"{'delay': 538.0, 'rssi': -14.0, 'snr': 6.75, 'time_over_air': 42.0, 'bytes_per_second': 214.0, 'chunks_count': 1.0, 'attempt': 1}",6,866,500,5,4,1,200,100,80,1,0.02993471333
"{'delay': 177.0, 'rssi': -20.0, 'snr': 3.0, 'time_over_air': 17.0, 'bytes_per_second': 529.0, 'chunks_count': 1.0, 'attempt': 1}",11,862,500,5,3,0,200,26,80,1,0.02591222667
"{'delay': 520.0, 'rssi': -25.0, 'snr': 6.5, 'time_over_air': 198.0, 'bytes_per_second': 45.0, 'chunks_count': 1.0, 'attempt': 1}",10,873,500,8,2,0,200,61,80,1,0.026116483330000002
"{'delay': 474.0, 'rssi': -20.0, 'snr': 6.5, 'time_over_air': 183.0, 'bytes_per_second': 49.0, 'chunks_count': 1.0, 'attempt': 1}",12,864,125,8,9,0,200,84,100,1,0.01699925
"{'delay': 8255.0, 'rssi': -19.0, 'snr': 9.5, 'time_over_air': 3679.0, 'bytes_per_second': 2.0, 'chunks_count': 1.0, 'attempt': 1}",6,877,500,6,11,1,200,78,100,1,0.03141721333
"{'delay': 188.0, 'rssi': -3.0, 'snr': 3.0, 'time_over_air': 14.0, 'bytes_per_second': 642.0, 'chunks_count': 1.0, 'attempt': 1}",6,870,250,8,14,1,200,69,120,1,0.031507415000000004
"{'delay': 378.0, 'rssi': -5.0, 'snr': 7.5, 'time_over_air': 27.0, 'bytes_per_second': 333.0, 'chunks_count': 1.0, 'attempt': 1}",7,874,500,7,2,0,200,48,80,1,0.03082898333
"{'delay': 108.0, 'rssi': -19.0, 'snr': 5.75, 'time_over_air': 23.0, 'bytes_per_second': 391.0, 'chunks_count': 1.0, 'attempt': 1}",10,865,500,6,14,0,200,67,120,1,0.025072865
"{'delay': 471.0, 'rssi': -15.0, 'snr': 7.25, 'time_over_air': 187.0, 'bytes_per_second': 48.0, 'chunks_count': 1.0, 'attempt': 1}",11,867,500,7,4,0,200,100,80,1,0.02471310333
"{'delay': 1183.0, 'rssi': -27.0, 'snr': 7.75, 'time_over_air': 518.0, 'bytes_per_second': 17.0, 'chunks_count': 1.0, 'attempt': 1}",9,864,125,8,2,0,200,20,80,1,0.029195966670000004
"{'delay': 621.0, 'rssi': -28.0, 'snr': 10.0, 'time_over_air': 231.0, 'bytes_per_second': 38.0, 'chunks_count': 1.0, 'attempt': 1}",9,861,125,8,6,0,200,36,80,1,0.03208333
"{'delay': 753.0, 'rssi': -24.0, 'snr': 13.75, 'time_over_air': 296.0, 'bytes_per_second': 30.0, 'chunks_count': 1.0, 'attempt': 1}",11,876,500,7,7,0,200,97,80,1,0.024044666670000003
"{'delay': 1158.0, 'rssi': -12.0, 'snr': 7.5, 'time_over_air': 505.0, 'bytes_per_second': 17.0, 'chunks_count': 1.0, 'attempt': 1}",10,889,250,6,11,0,200,41,100,1,0.03020072667
"{'delay': 670.0, 'rssi': -8.0, 'snr': 12.25, 'time_over_air': 268.0, 'bytes_per_second': 33.0, 'chunks_count': 1.0, 'attempt': 1}",6,862,500,5,20,1,200,30,140,1,0.037915950000000004
"{'delay': 159.0, 'rssi': -5.0, 'snr': 3.25, 'time_over_air': 8.0, 'bytes_per_second': 1125.0, 'chunks_count': 1.0, 'attempt': 1}",9,879,500,7,14,0,200,79,120,1,0.027055841670000004
"{'delay': 310.0, 'rssi': -9.0, 'snr': 7.75, 'time_over_air': 115.0, 'bytes_per_second': 78.0, 'chunks_count': 1.0, 'attempt': 1}",12,870,125,6,4,0,200,38,80,1,0.01738491667
"{'delay': 4781.0, 'rssi': -18.0, 'snr': 8.75, 'time_over_air': 2040.0, 'bytes_per_second': 4.0, 'chunks_count': 1.0, 'attempt': 1}",10,888,250,8,17,0,200,29,120,1,0.01663491667
"{'delay': 4781.0, 'rssi': -18.0, 'snr': 8.0, 'time_over_air': 2040.0, 'bytes_per_second': 4.0, 'chunks_count': 1.0, 'attempt': 1}",10,867,250,6,10,0,200,38,100,1,0.03247365833
"{'delay': 646.0, 'rssi': -17.0, 'snr': 14.25, 'time_over_air': 255.0, 'bytes_per_second': 35.0, 'chunks_count': 1.0, 'attempt': 1}",6,860,500,8,10,1,200,89,100,1,0.030138638330000002
"{'delay': 225.0, 'rssi': -11.0, 'snr': 3.25, 'time_over_air': 17.0, 'bytes_per_second': 529.0, 'chunks_count': 1.0, 'attempt': 1}",7,867,500,5,8,0,200,90,100,1,0.02899337667
"{'delay': 123.0, 'rssi': -15.0, 'snr': 5.5, 'time_over_air': 32.0, 'bytes_per_second': 281.0, 'chunks_count': 1.0, 'attempt': 1}",11,890,250,5,7,0,200,45,80,1,0.0296934
"{'delay': 1294.0, 'rssi': -13.0, 'snr': 13.5, 'time_over_air': 551.0, 'bytes_per_second': 16.0, 'chunks_count': 1.0, 'attempt': 1}",12,887,250,8,3,0,200,88,80,1,0.01949358333
"{'delay': 4287.0, 'rssi': -19.0, 'snr': 10.75, 'time_over_air': 1905.0, 'bytes_per_second': 4.0, 'chunks_count': 1.0, 'attempt': 1}",7,888,125,8,14,0,200,39,120,1,0.018993666670000003
"{'delay': 4286.0, 'rssi': -19.0, 'snr': 10.25, 'time_over_air': 1905.0, 'bytes_per_second': 4.0, 'chunks_count': 1.0, 'attempt': 2}",12,888,125,7,16,0,200,96,120,1,0.01653941667
"{'delay': 8811.0, 'rssi': -7.0, 'snr': 9.25, 'time_over_air': 4006.0, 'bytes_per_second': 2.0, 'chunks_count': 1.0, 'attempt': 1}",8,889,250,8,14,0,200,75,120,1,0.02682069667
"{'delay': 310.0, 'rssi': -8.0, 'snr': 7.5, 'time_over_air': 114.0, 'bytes_per_second': 78.0, 'chunks_count': 1.0, 'attempt': 1}",10,884,125,5,6,0,200,25,80,1,0.03159949
"{'delay': 965.0, 'rssi': -15.0, 'snr': 14.0, 'time_over_air': 388.0, 'bytes_per_second': 23.0, 'chunks_count': 1.0, 'attempt': 1}",9,880,500,7,2,0,200,21,80,1,0.02731221667
"{'delay': 191.0, 'rssi': -21.0, 'snr': 5.5, 'time_over_air': 56.0, 'bytes_per_second': 160.0, 'chunks_count': 1.0, 'attempt': 1}",12,883,250,8,17,0,200,88,120,1,0.017743583330000003
"{'delay': 4287.0, 'rssi': -7.0, 'snr': 9.0, 'time_over_air': 1905.0, 'bytes_per_second': 4.0, 'chunks_count': 1.0, 'attempt': 1}",10,870,250,8,5,0,200,87,80,1,0.01749366667
"{'delay': 4286.0, 'rssi': -7.0, 'snr': 8.75, 'time_over_air': 1905.0, 'bytes_per_second': 4.0, 'chunks_count': 1.0, 'attempt': 2}",7,870,250,6,5,0,200,62,80,1,0.03250431
"{'delay': 167.0, 'rssi': -18.0, 'snr': 10.5, 'time_over_air': 51.0, 'bytes_per_second': 176.0, 'chunks_count': 1.0, 'attempt': 1}",11,888,250,7,8,0,200,78,100,1,0.02647710833
"{'delay': 1950.0, 'rssi': -12.0, 'snr': 13.0, 'time_over_air': 855.0, 'bytes_per_second': 10.0, 'chunks_count': 1.0, 'attempt': 1}",7,879,500,6,7,0,200,95,80,1,0.02876785
"{'delay': 129.0, 'rssi': -10.0, 'snr': 5.5, 'time_over_air': 34.0, 'bytes_per_second': 264.0, 'chunks_count': 1.0, 'attempt': 1}",10,890,500,8,8,0,200,80,100,1,0.027051243330000002
"{'delay': 552.0, 'rssi': -9.0, 'snr': 8.25, 'time_over_air': 222.0, 'bytes_per_second': 40.0, 'chunks_count': 1.0, 'attempt': 1}",7,866,500,5,9,0,200,49,100,1,0.03077827667
"{'delay': 102.0, 'rssi': -15.0, 'snr': 5.25, 'time_over_air': 21.0, 'bytes_per_second': 428.0, 'chunks_count': 1.0, 'attempt': 1}",8,861,125,5,16,0,200,58,120,1,0.02836904167
"{'delay': 439.0, 'rssi': -14.0, 'snr': 12.0, 'time_over_air': 175.0, 'bytes_per_second': 51.0, 'chunks_count': 1.0, 'attempt': 1}",6,890,500,7,10,1,200,93,100,1,0.030639971670000002
