iteration,reward,timestamp
1,0.1198,2026-01-26 22:31:55
2,0.1798,2026-01-26 22:31:55
3,0.1804,2026-01-26 22:31:55
4,0.1522,2026-01-26 22:31:55
5,0.1749,2026-01-26 22:31:55
6,0.1576,2026-01-26 22:31:55
7,0.1066,2026-01-26 22:31:55
8,0.1109,2026-01-26 22:31:55
9,0.1274,2026-01-26 22:31:55
10,0.1536,2026-01-26 22:31:55
11,0.1582,2026-01-26 22:31:55
12,0.0861,2026-01-26 22:31:55
13,0.1632,2026-01-26 22:31:55
14,0.1090,2026-01-26 22:31:55
15,0.1338,2026-01-26 22:31:55
16,0.0472,2026-01-26 22:31:55
17,0.1344,2026-01-26 22:31:55
18,0.1450,2026-01-26 22:31:55
19,0.1161,2026-01-26 22:31:55
20,0.2054,2026-01-26 22:31:55
21,0.1871,2026-01-26 22:31:55
22,0.1173,2026-01-26 22:31:55
23,0.1108,2026-01-26 22:31:55
24,0.1587,2026-01-26 22:31:55
25,0.1615,2026-01-26 22:31:55
26,0.1847,2026-01-26 22:31:55
27,0.1925,2026-01-26 22:31:55
28,0.2025,2026-01-26 22:31:55
29,0.2560,2026-01-26 22:31:55
30,0.1533,2026-01-26 22:31:55
31,0.1233,2026-01-26 22:31:55
32,0.1007,2026-01-26 22:31:55
33,0.1762,2026-01-26 22:31:55
34,0.1972,2026-01-26 22:31:55
35,0.1314,2026-01-26 22:31:55
36,0.1946,2026-01-26 22:31:55
37,0.1548,2026-01-26 22:31:55
38,0.1673,2026-01-26 22:31:55
39,0.1261,2026-01-26 22:31:55
40,0.2472,2026-01-26 22:31:55
41,0.1317,2026-01-26 22:31:55
42,0.1180,2026-01-26 22:31:55
43,0.1774,2026-01-26 22:31:55
44,0.2328,2026-01-26 22:31:55
45,0.2602,2026-01-26 22:31:55
46,0.2370,2026-01-26 22:31:55
47,0.1194,2026-01-26 22:31:55
48,0.2496,2026-01-26 22:31:55
49,0.1862,2026-01-26 22:31:55
50,0.1731,2026-01-26 22:31:55
51,0.2481,2026-01-26 22:31:55
52,0.1416,2026-01-26 22:31:55
53,0.2149,2026-01-26 22:31:55
54,0.2685,2026-01-26 22:31:55
55,0.0491,2026-01-26 22:31:55
56,0.2450,2026-01-26 22:31:55
57,0.1410,2026-01-26 22:31:55
58,0.1794,2026-01-26 22:31:55
59,0.1835,2026-01-26 22:31:55
60,0.1083,2026-01-26 22:31:55
61,0.1787,2026-01-26 22:31:55
62,0.2384,2026-01-26 22:31:55
63,0.2484,2026-01-26 22:31:55
64,0.1428,2026-01-26 22:31:55
65,0.0741,2026-01-26 22:31:55
66,0.1355,2026-01-26 22:31:55
67,0.1673,2026-01-26 22:31:55
68,0.1648,2026-01-26 22:31:55
69,0.2526,2026-01-26 22:31:55
70,0.1348,2026-01-26 22:31:55
71,0.2580,2026-01-26 22:31:55
72,0.1212,2026-01-26 22:31:55
73,0.2336,2026-01-26 22:31:55
74,0.1046,2026-01-26 22:31:55
