SF,FQ,BW,CR,TP,IH,HS,PL,CL,RT,count,reward
10,864,500,7,11,0,200,17,100,1,1,0.2776521333
9,861,125,5,16,0,200,21,120,1,1,0.277206
8,889,500,6,6,0,200,85,80,1,1,0.2757838333
9,864,500,7,9,0,200,14,100,1,1,0.2752892333
10,865,125,5,5,0,200,92,80,1,1,0.2742024333
10,877,125,7,6,0,200,93,80,1,1,0.2732287667
10,883,250,7,14,0,200,95,120,1,1,0.2726189833
11,866,250,8,5,0,200,73,80,1,1,0.2687771667
11,886,500,8,7,0,200,11,80,1,1,0.2654998333
8,873,500,5,17,0,200,93,120,1,1,0.2635664667
10,865,500,8,11,0,200,60,100,1,1,0.2622068667
12,878,500,5,4,0,200,10,80,1,1,0.2601418333
9,873,125,8,14,0,200,73,120,1,1,0.2577371
11,875,500,5,7,0,200,14,80,1,1,0.2570693333
11,886,500,5,10,0,200,47,100,1,1,0.2541752667
9,871,250,5,20,0,200,50,140,1,1,0.2483685
12,862,500,5,5,0,200,29,80,1,1,0.2474253333
11,863,500,8,9,0,200,15,100,1,1,0.2443373
12,880,500,8,2,0,200,49,80,1,1,0.2436456667
10,879,125,8,11,0,200,78,100,1,1,0.2430748667
12,886,250,6,12,0,200,29,100,1,1,0.2359744167
12,868,500,7,10,0,200,11,100,1,1,0.2344340667
11,860,125,5,5,0,200,88,80,1,2,0.2343966667
12,890,500,8,6,0,200,27,80,1,1,0.2334435667
12,879,500,5,11,0,200,37,100,1,1,0.2323353667
11,865,125,5,15,0,200,34,120,1,1,0.2322125
9,889,500,5,17,0,200,77,120,1,1,0.2322061333
12,885,500,5,7,0,200,41,80,1,1,0.2294268333
12,871,250,6,2,0,200,72,80,1,1,0.229276
12,884,500,5,8,0,200,38,100,1,1,0.2264315333
12,880,250,5,2,0,200,90,80,1,2,0.2256633333
10,866,125,7,8,0,200,50,100,1,1,0.2256570833
11,889,250,8,15,0,200,98,120,1,1,0.2239458333
11,890,125,7,7,0,200,50,80,1,1,0.2196508333
11,871,125,5,13,0,200,70,100,1,1,0.2177458333
12,877,125,5,14,0,200,26,120,1,2,0.2146191667
12,881,125,5,15,0,200,29,120,1,2,0.21146500000000001
11,860,250,8,20,0,200,30,140,1,1,0.2064933333
12,864,250,6,12,0,200,62,100,1,1,0.2060591667
11,876,500,8,17,0,200,20,120,1,1,0.2002000333
12,884,250,8,12,0,200,45,100,1,1,0.20003
12,863,250,8,20,0,200,16,140,1,1,0.1988691667
12,886,500,6,8,0,200,76,100,1,1,0.1973941
12,886,250,5,15,0,200,98,120,1,2,0.19712
12,881,125,7,14,0,200,30,120,1,2,0.195075
11,881,250,8,17,0,200,74,120,1,1,0.1930258333
11,888,125,7,20,0,200,28,140,1,1,0.1924558333
11,880,250,6,20,0,200,60,140,1,1,0.1919475
11,878,125,8,17,0,200,32,120,1,1,0.1916091667
12,881,125,8,13,0,200,22,100,1,2,0.1889383333
11,868,125,7,17,0,200,46,120,1,1,0.18759
11,884,250,5,17,0,200,69,120,1,1,0.1839541667
12,875,125,8,8,0,200,94,100,1,1,0.1753116667
12,861,125,6,13,0,200,79,100,1,1,0.1696233333
12,868,125,6,4,0,200,88,80,1,1,0.1601566667
12,879,500,5,20,0,200,69,140,1,1,0.1589875
12,866,125,8,2,0,200,85,80,1,1,0.1572783333
12,890,500,5,20,0,200,38,140,1,1,0.1489808333
12,889,500,7,20,0,200,96,140,1,1,0.1442333333
9,886,500,6,5,0,200,50,80,1,1,0.0
6,888,125,5,13,1,200,6,100,1,1,0.0
