SF,FQ,BW,CR,TP,IH,HS,PL,CL,RT,count,reward
6,865,500,5,5,1,200,9,80,1,98,0.3959
6,865,500,6,5,1,200,9,80,1,40,0.3307
6,865,500,7,5,1,200,9,80,1,26,0.3125
6,879,250,5,16,1,200,10,120,1,1,0.2849
6,865,500,6,5,1,200,23,80,1,2,0.2818
6,865,500,8,5,1,200,9,80,1,20,0.2740
6,865,250,5,5,1,200,9,80,1,14,0.2597
6,865,500,7,4,1,200,24,80,1,1,0.2509
9,876,125,6,20,0,200,81,140,1,1,0.2465
6,865,500,7,14,1,200,38,120,1,1,0.2375
6,871,250,5,14,1,200,17,120,1,1,0.2368
7,865,500,5,5,0,200,9,80,1,13,0.2348
6,868,500,5,11,1,200,46,100,1,2,0.2343
7,865,500,5,20,0,200,43,140,1,1,0.2322
6,880,250,5,9,1,200,21,100,1,1,0.2311
6,890,500,5,8,1,200,47,100,1,1,0.2297
8,886,250,6,16,0,200,6,120,1,1,0.2272
6,865,250,6,5,1,200,9,80,1,13,0.2256
6,865,500,8,5,1,200,23,80,1,1,0.2253
6,879,500,6,10,1,200,44,100,1,1,0.2234
7,879,500,6,20,0,200,38,140,1,1,0.2153
6,868,500,6,11,1,200,46,100,1,1,0.2152
6,872,500,5,6,1,200,52,80,1,1,0.2133
6,865,250,7,5,1,200,9,80,1,10,0.2132
6,868,500,7,11,1,200,46,100,1,1,0.2128
7,883,125,8,14,0,200,17,120,1,1,0.2127
8,868,125,5,11,0,200,46,100,1,1,0.2122
7,888,500,5,13,0,200,37,100,1,1,0.2102
6,878,125,8,15,1,200,42,120,1,1,0.2098
6,872,250,7,13,1,200,13,100,1,1,0.2094
7,865,500,6,5,0,200,9,80,1,10,0.2069
6,872,500,6,7,1,200,51,80,1,1,0.2065
7,890,125,6,16,0,200,87,120,1,1,0.2041
8,876,125,8,15,0,200,57,120,1,1,0.2034
6,865,250,5,5,1,200,23,80,1,1,0.2031
9,862,125,5,14,0,200,56,120,1,1,0.2030
7,865,500,6,5,0,200,23,80,1,1,0.2028
6,890,250,6,8,1,200,26,100,1,1,0.2026
6,868,500,8,11,1,200,46,100,1,1,0.2014
6,882,125,5,16,1,200,80,120,1,1,0.2001
7,865,500,7,5,0,200,9,80,1,8,0.1999
6,882,500,5,10,1,200,71,100,1,1,0.1985
7,868,500,5,11,0,200,46,100,1,1,0.1982
9,886,125,7,12,0,200,29,100,1,1,0.1976
10,890,125,8,12,0,200,6,100,1,1,0.1966
8,883,125,8,14,0,200,45,120,1,1,0.1965
9,873,125,7,17,0,200,98,120,1,1,0.1950
7,884,125,7,14,0,200,57,120,1,1,0.1949
8,865,125,7,5,0,200,9,80,1,8,0.1942
8,865,500,5,5,0,200,9,80,1,9,0.1939
6,865,250,6,5,1,200,23,80,1,1,0.1932
7,872,250,5,7,0,200,9,80,1,1,0.1931
6,888,125,6,7,1,200,9,80,1,1,0.1911
6,861,250,7,14,1,200,33,120,1,1,0.1910
9,862,125,7,15,0,200,54,120,1,1,0.1900
10,890,250,6,11,0,200,9,100,1,1,0.1884
6,865,125,5,5,1,200,9,80,1,9,0.1881
9,883,125,7,8,0,200,46,100,1,1,0.1871
6,868,125,7,11,1,200,46,100,1,1,0.1871
10,864,250,6,16,0,200,29,120,1,1,0.1867
7,865,250,5,5,0,200,9,80,1,8,0.1862
9,862,250,8,15,0,200,16,120,1,1,0.1860
9,868,125,8,11,0,200,46,100,1,1,0.1855
6,861,125,8,9,1,200,82,100,1,1,0.1842
7,868,125,6,11,0,200,46,100,1,1,0.1839
6,860,125,5,15,1,200,28,120,1,1,0.1836
8,881,250,6,15,0,200,52,120,1,1,0.1832
7,880,125,6,11,0,200,48,100,1,1,0.1823
6,880,250,8,9,1,200,21,100,1,1,0.1811
8,865,125,5,5,0,200,9,80,1,7,0.1807
7,867,500,5,7,0,200,60,80,1,1,0.1802
7,878,125,6,6,0,200,7,80,1,1,0.1797
7,865,500,8,5,0,200,9,80,1,9,0.1796
6,865,250,7,5,1,200,23,80,1,1,0.1794
7,868,250,5,11,0,200,46,100,1,2,0.1786
9,868,250,7,11,0,200,46,100,1,2,0.1778
9,865,125,6,5,0,200,9,80,1,7,0.1770
10,878,125,8,17,0,200,48,120,1,1,0.1770
8,868,500,5,11,0,200,46,100,1,1,0.1768
8,868,125,6,11,0,200,46,100,1,2,0.1763
8,863,250,8,13,0,200,22,100,1,1,0.1762
7,865,125,7,5,0,200,9,80,1,7,0.1762
