SF,FQ,BW,CR,TP,IH,HS,PL,CL,RT,count,reward
9,867,250,7,15,0,200,55,120,1,1,0.1400
9,889,250,6,8,0,200,61,100,1,1,0.1388
11,889,250,7,17,0,200,38,120,1,1,0.1386
6,883,125,8,2,1,200,27,80,1,1,0.1379
9,889,125,5,5,0,200,75,80,1,1,0.1350
9,861,500,7,13,0,200,52,100,1,1,0.1342
7,882,250,5,6,0,200,73,80,1,1,0.1341
6,864,125,5,6,1,200,79,80,1,1,0.1336
11,877,250,6,14,0,200,44,120,1,1,0.1330
12,864,250,8,8,0,200,12,100,1,1,0.1300
11,887,500,5,17,0,200,70,120,1,1,0.1295
11,881,125,6,5,0,200,41,80,1,1,0.1285
8,862,125,5,3,0,200,90,80,1,1,0.1283
12,876,125,7,17,0,200,16,120,1,1,0.1280
7,890,125,8,6,0,200,81,80,1,1,0.1272
10,882,500,8,17,0,200,81,120,1,1,0.1264
11,882,500,7,15,0,200,28,120,1,1,0.1261
7,881,250,7,11,0,200,95,100,1,1,0.1258
12,865,500,6,20,0,200,89,140,1,1,0.1257
11,878,250,7,13,0,200,75,100,1,1,0.1256
12,883,500,7,17,0,200,32,120,1,1,0.1252
11,880,125,7,7,0,200,41,80,1,1,0.1242
12,884,125,5,16,0,200,60,120,1,1,0.1242
10,889,250,5,7,0,200,81,80,1,1,0.1233
11,873,250,8,12,0,200,88,100,1,1,0.1220
7,889,250,8,5,0,200,77,80,1,1,0.1220
11,872,500,5,15,0,200,64,120,1,1,0.1213
10,870,500,5,8,0,200,69,100,1,1,0.1211
10,863,500,5,5,0,200,75,80,1,1,0.1201
11,878,125,7,12,0,200,75,100,1,1,0.1190
11,887,125,6,6,0,200,61,80,1,1,0.1176
9,876,125,5,2,0,200,44,80,1,1,0.1172
11,866,250,7,13,0,200,37,100,1,1,0.1152
9,872,500,7,10,0,200,76,100,1,1,0.1151
10,888,500,5,11,0,200,52,100,1,1,0.1150
9,889,500,8,7,0,200,52,80,1,1,0.1143
12,864,500,5,13,0,200,32,100,1,1,0.1140
11,871,500,5,8,0,200,14,100,1,1,0.1113
11,878,500,8,17,0,200,97,120,1,1,0.1108
8,867,500,7,6,0,200,71,80,1,1,0.1105
12,874,500,8,13,0,200,53,100,1,1,0.1093
12,870,125,7,12,0,200,36,100,1,1,0.1083
9,865,125,8,2,0,200,72,80,1,1,0.1053
12,862,250,7,11,0,200,88,100,1,1,0.1048
12,882,250,6,11,0,200,29,100,1,1,0.1033
9,872,250,8,3,0,200,100,80,1,1,0.1022
11,868,125,7,4,0,200,66,80,1,1,0.1022
11,887,250,8,11,0,200,100,100,1,1,0.1014
11,884,125,6,4,0,200,34,80,1,1,0.0997
8,875,500,7,4,0,200,48,80,1,1,0.0997
11,867,500,8,4,0,200,70,80,1,1,0.0944
12,861,250,6,9,0,200,36,100,1,1,0.0869
11,872,125,8,3,0,200,95,80,1,1,0.0811
11,867,125,8,8,0,200,75,100,1,1,0.0758
11,862,250,7,4,0,200,86,80,1,1,0.0735
12,867,125,7,17,0,200,81,120,1,1,0.0727
12,871,250,6,5,0,200,78,80,1,1,0.0724
12,865,500,5,7,0,200,72,80,1,1,0.0669
12,887,500,6,5,0,200,54,80,1,1,0.0665
12,870,250,8,2,0,200,16,80,1,1,0.0617
12,873,500,8,4,0,200,30,80,1,1,0.0557
12,874,125,6,10,0,200,70,100,1,1,0.0548
12,886,500,6,2,0,200,58,80,1,1,0.0529
12,876,500,8,2,0,200,74,80,1,1,0.0405
12,874,250,7,3,0,200,69,80,1,1,0.0286
12,863,125,7,2,0,200,66,80,1,1,0.0120
