SF,FQ,BW,CR,TP,IH,HS,PL,CL,RT,count,reward
9,879,500,7,13,0,200,13,100,1,8,0.2955
10,870,125,6,3,0,200,8,80,1,1,0.2955
8,880,250,8,4,0,200,95,80,1,1,0.2950
9,879,500,8,13,0,200,13,100,1,6,0.2940
9,879,500,6,13,0,200,13,100,1,9,0.2937
9,868,125,8,9,0,200,74,100,1,1,0.2936
6,863,500,8,6,1,200,79,80,1,1,0.2932
6,879,125,7,13,1,200,13,100,1,8,0.2929
11,879,250,5,13,0,200,13,100,1,7,0.2929
6,865,500,5,5,1,200,85,80,1,1,0.2927
9,872,250,5,12,0,200,74,100,1,1,0.2921
7,887,500,6,13,0,200,93,100,1,1,0.2919
7,884,250,7,4,0,200,73,80,1,1,0.2913
8,890,250,6,14,0,200,43,120,1,1,0.2905
7,887,500,5,6,0,200,50,80,1,1,0.2900
9,888,125,6,6,0,200,63,80,1,1,0.2899
6,869,500,6,3,1,200,100,80,1,1,0.2890
10,870,250,6,8,0,200,38,100,1,1,0.2885
6,879,125,8,13,1,200,13,100,1,6,0.2885
7,888,500,8,13,0,200,78,100,1,1,0.2872
7,880,500,6,16,0,200,97,120,1,1,0.2860
7,884,500,5,15,0,200,88,120,1,1,0.2854
9,884,250,7,14,0,200,48,120,1,1,0.2852
11,866,250,6,5,0,200,9,80,1,1,0.2850
10,876,125,6,8,0,200,40,100,1,1,0.2848
7,879,500,8,2,0,200,64,80,1,1,0.2848
8,875,500,5,10,0,200,40,100,1,1,0.2847
7,869,125,7,2,0,200,17,80,1,1,0.2843
7,862,250,6,17,0,200,73,120,1,1,0.2840
7,885,125,5,5,0,200,55,80,1,1,0.2838
6,888,250,6,5,1,200,87,80,1,1,0.2835
10,871,250,8,6,0,200,11,80,1,1,0.2828
6,889,125,6,16,1,200,30,120,1,1,0.2825
7,889,125,8,9,0,200,61,100,1,1,0.2819
6,872,125,5,16,1,200,47,120,1,1,0.2811
9,866,250,8,14,0,200,55,120,1,1,0.2807
7,863,125,5,5,0,200,22,80,1,1,0.2806
7,866,500,8,13,0,200,78,100,1,1,0.2795
7,887,500,6,4,0,200,48,80,1,1,0.2784
8,880,500,5,10,0,200,68,100,1,1,0.2783
8,865,125,5,12,0,200,83,100,1,1,0.2775
11,879,250,8,13,0,200,13,100,1,7,0.2769
6,875,125,6,6,1,200,44,80,1,1,0.2769
10,879,125,7,13,0,200,13,100,1,9,0.2766
8,878,500,7,12,0,200,85,100,1,1,0.2765
10,879,125,8,13,0,200,13,100,1,7,0.2764
9,887,125,6,13,0,200,14,100,1,1,0.2760
9,872,125,7,11,0,200,41,100,1,1,0.2750
8,861,250,5,3,0,200,66,80,1,1,0.2747
8,865,125,8,6,0,200,83,80,1,1,0.2739
11,879,250,6,13,0,200,13,100,1,6,0.2730
7,889,125,6,3,0,200,74,80,1,1,0.2716
10,879,125,5,13,0,200,13,100,1,7,0.2708
9,885,500,5,9,0,200,36,100,1,1,0.2705
10,863,250,8,8,0,200,33,100,1,1,0.2697
6,890,125,5,13,1,200,81,100,1,1,0.2686
10,879,500,7,13,0,200,13,100,1,8,0.2686
8,863,500,8,20,0,200,40,140,1,1,0.2683
6,875,125,8,7,1,200,58,80,1,1,0.2675
7,864,125,7,13,0,200,84,100,1,1,0.2669
6,880,125,8,13,1,200,44,100,1,1,0.2663
6,886,125,6,7,1,200,35,80,1,1,0.2662
11,876,125,8,8,0,200,9,100,1,1,0.2655
10,879,500,8,13,0,200,13,100,1,6,0.2653
11,875,500,7,16,0,200,11,120,1,1,0.2650
7,862,125,8,3,0,200,9,80,1,1,0.2649
9,862,500,7,13,0,200,25,100,1,1,0.2645
11,874,500,6,14,0,200,8,120,1,1,0.2639
10,879,500,6,13,0,200,13,100,1,5,0.2633
10,879,500,5,13,0,200,13,100,1,6,0.2632
10,887,125,5,16,0,200,34,120,1,1,0.2631
12,879,250,5,13,0,200,13,100,1,4,0.2617
8,873,500,6,2,0,200,84,80,1,1,0.2613
7,862,125,5,4,0,200,62,80,1,1,0.2607
7,860,125,7,7,0,200,85,80,1,1,0.2595
11,879,500,7,13,0,200,13,100,1,4,0.2591
10,881,500,5,11,0,200,60,100,1,1,0.2567
9,865,125,6,17,0,200,19,120,1,1,0.2560
8,861,500,7,14,0,200,91,120,1,1,0.2552
11,872,250,5,11,0,200,31,100,1,1,0.2543
8,861,125,7,10,0,200,73,100,1,1,0.2542
9,868,500,8,7,0,200,87,80,1,1,0.2541
11,880,250,5,6,0,200,13,80,1,1,0.2536
12,879,250,7,13,0,200,13,100,1,4,0.2515
8,878,250,6,20,0,200,100,140,1,1,0.2505
10,886,500,8,4,0,200,71,80,1,1,0.2505
12,868,250,7,12,0,200,13,100,1,1,0.2494
6,867,125,7,12,1,200,99,100,1,1,0.2489
7,861,500,5,3,0,200,93,80,1,1,0.2486
10,879,125,6,6,0,200,28,80,1,1,0.2482
10,862,125,5,3,0,200,11,80,1,1,0.2463
11,868,125,8,5,0,200,19,80,1,1,0.2458
11,879,125,7,13,0,200,13,100,1,3,0.2454
11,866,250,7,4,0,200,41,80,1,1,0.2449
11,879,500,6,13,0,200,13,100,1,5,0.2449
11,879,125,8,13,0,200,13,100,1,2,0.2436
11,879,500,8,13,0,200,13,100,1,5,0.2432
12,879,250,8,13,0,200,13,100,1,3,0.2428
12,879,250,6,13,0,200,13,100,1,6,0.2423
11,879,500,5,13,0,200,13,100,1,5,0.2420
8,860,500,5,4,0,200,82,80,1,1,0.2419
11,885,250,6,9,0,200,43,100,1,1,0.2414
11,863,125,7,6,0,200,14,80,1,1,0.2410
9,866,500,8,6,0,200,28,80,1,1,0.2385
10,863,250,7,9,0,200,63,100,1,1,0.2374
9,861,250,8,17,0,200,43,120,1,1,0.2352
10,870,125,6,14,0,200,79,120,1,1,0.2344
12,871,250,5,12,0,200,34,100,1,1,0.2340
9,865,125,8,2,0,200,41,80,1,1,0.2336
10,869,250,8,20,0,200,59,140,1,1,0.2333
11,879,125,5,13,0,200,13,100,1,4,0.2325
10,881,125,8,7,0,200,73,80,1,1,0.2303
11,879,125,6,13,0,200,13,100,1,6,0.2277
11,886,125,5,6,0,200,26,80,1,1,0.2253
10,869,125,7,6,0,200,64,80,1,1,0.2216
10,871,500,6,5,0,200,88,80,1,1,0.2207
11,881,500,7,11,0,200,28,100,1,1,0.2205
12,879,500,6,13,0,200,13,100,1,4,0.2185
11,888,500,5,8,0,200,27,100,1,1,0.2159
9,865,125,5,20,0,200,61,140,1,1,0.2148
12,879,500,5,13,0,200,13,100,1,5,0.2143
12,869,250,5,10,0,200,64,100,1,1,0.2143
8,861,125,6,17,0,200,69,120,1,1,0.2139
12,879,500,7,13,0,200,13,100,1,1,0.2121
11,887,500,8,9,0,200,34,100,1,1,0.2119
12,869,500,8,7,0,200,7,80,1,1,0.2082
12,879,500,8,13,0,200,13,100,1,4,0.2074
10,865,125,8,7,0,200,66,80,1,1,0.2064
10,889,250,5,20,0,200,84,140,1,1,0.2045
12,886,500,7,7,0,200,14,80,1,1,0.2033
12,879,125,8,13,0,200,13,100,1,2,0.2015
11,865,125,5,12,0,200,75,100,1,1,0.1950
11,873,250,7,20,0,200,81,140,1,1,0.1928
11,879,125,7,14,0,200,67,120,1,1,0.1919
12,890,250,7,7,0,200,90,80,1,1,0.1905
12,879,125,7,13,0,200,13,100,1,3,0.1904
10,872,500,6,5,0,200,92,80,1,1,0.1894
12,879,125,6,13,0,200,13,100,1,3,0.1890
12,871,125,8,17,0,200,26,120,1,1,0.1881
12,871,125,8,14,0,200,35,120,1,1,0.1869
11,866,250,8,15,0,200,94,120,1,1,0.1842
10,860,250,7,20,0,200,48,140,1,1,0.1793
12,879,125,5,13,0,200,13,100,1,3,0.1775
12,886,250,8,14,0,200,64,120,1,1,0.1775
12,871,500,7,3,0,200,92,80,1,1,0.1726
11,888,125,8,5,0,200,56,80,1,1,0.1705
12,866,250,8,9,0,200,91,100,1,1,0.1685
12,878,500,6,17,0,200,18,120,1,1,0.1648
12,888,500,7,5,0,200,87,80,1,1,0.1563
12,872,125,7,8,0,200,91,100,1,1,0.1497
12,869,125,6,5,0,200,84,80,1,1,0.1411
12,866,125,5,9,0,200,71,100,1,1,0.1347
