SF,FQ,BW,CR,TP,IH,HS,PL,CL,RT,count,reward
10,884,500,5,5,0,200,12,80,1,1,0.1223
8,887,250,7,3,0,200,65,80,1,1,0.1221
6,869,250,7,2,1,200,55,80,1,1,0.1216
10,890,250,8,7,0,200,16,80,1,1,0.1211
7,877,500,8,3,0,200,76,80,1,1,0.1208
11,884,250,8,14,0,200,51,120,1,1,0.1206
11,867,125,7,14,0,200,81,120,1,1,0.1201
11,880,500,8,14,0,200,48,120,1,1,0.1198
6,865,250,8,3,1,200,65,80,1,1,0.1198
11,880,500,5,12,0,200,13,100,1,1,0.1177
11,866,250,8,6,0,200,24,80,1,1,0.1164
11,880,500,6,8,0,200,39,100,1,1,0.1155
11,874,250,7,9,0,200,29,100,1,1,0.1138
10,890,250,8,6,0,200,92,80,1,1,0.1133
8,870,500,8,2,0,200,58,80,1,1,0.1130
11,860,250,5,11,0,200,87,100,1,1,0.1100
11,882,500,5,9,0,200,6,100,1,1,0.1089
9,887,500,8,2,0,200,87,80,1,1,0.1088
12,871,500,7,17,0,200,91,120,1,1,0.1084
11,883,500,8,11,0,200,23,100,1,1,0.1079
11,890,250,8,12,0,200,25,100,1,1,0.1075
11,884,250,7,5,0,200,24,80,1,1,0.1061
12,878,500,7,15,0,200,89,120,1,1,0.1021
11,868,500,7,10,0,200,14,100,1,1,0.1018
11,871,500,5,5,0,200,14,80,1,1,0.0975
11,861,500,7,6,0,200,71,80,1,1,0.0969
11,873,500,6,7,0,200,15,80,1,1,0.0966
10,887,500,8,5,0,200,8,80,1,1,0.0946
12,884,250,6,4,0,200,15,80,1,1,0.0940
8,887,500,5,4,0,200,98,80,1,1,0.0938
12,873,500,6,11,0,200,93,100,1,1,0.0936
12,865,500,8,13,0,200,84,100,1,1,0.0923
10,888,500,6,6,0,200,93,80,1,1,0.0914
10,865,250,7,2,0,200,72,80,1,1,0.0911
9,879,500,7,3,0,200,53,80,1,1,0.0910
12,871,125,6,11,0,200,66,100,1,1,0.0893
10,881,500,6,9,0,200,75,100,1,1,0.0881
12,890,250,7,3,0,200,21,80,1,1,0.0878
11,866,500,8,6,0,200,33,80,1,1,0.0870
12,865,250,8,8,0,200,42,100,1,1,0.0864
12,886,125,8,16,0,200,41,120,1,1,0.0818
12,874,250,6,7,0,200,83,80,1,1,0.0801
12,884,500,5,4,0,200,26,80,1,1,0.0792
12,888,125,6,5,0,200,31,80,1,1,0.0711
12,863,125,8,20,0,200,84,140,1,1,0.0669
12,880,500,8,8,0,200,91,100,1,1,0.0653
12,880,500,5,3,0,200,78,80,1,1,0.0564
12,876,500,8,5,0,200,54,80,1,1,0.0510
12,878,125,6,3,0,200,95,80,1,1,0.0166
12,867,250,8,2,0,200,81,80,1,1,0.0152
