iteration,reward,timestamp
1,0.3082,2026-01-28 14:09:11
2,0.3357,2026-01-28 14:09:12
3,0.2350,2026-01-28 14:09:18
4,0.1285,2026-01-28 14:09:25
5,0.2724,2026-01-28 14:09:28
6,0.3332,2026-01-28 14:09:28
7,0.3307,2026-01-28 14:09:29
8,0.1890,2026-01-28 14:09:35
9,0.2056,2026-01-28 14:09:44
10,0.2333,2026-01-28 14:09:50
11,0.2390,2026-01-28 14:09:51
12,0.2539,2026-01-28 14:09:52
13,0.3986,2026-01-28 14:09:53
14,0.1709,2026-01-28 14:10:00
15,0.1981,2026-01-28 14:10:13
16,0.3053,2026-01-28 14:10:19
17,0.4011,2026-01-28 14:10:20
18,0.2920,2026-01-28 14:10:22
19,0.2249,2026-01-28 14:10:27
20,0.2882,2026-01-28 14:10:30
21,0.3966,2026-01-28 14:10:31
22,0.2501,2026-01-28 14:10:32
23,0.2032,2026-01-28 14:10:34
24,0.4011,2026-01-28 14:10:36
25,0.1932,2026-01-28 14:10:45
26,0.4006,2026-01-28 14:10:53
27,0.4006,2026-01-28 14:10:54
28,0.1844,2026-01-28 14:11:03
29,0.3966,2026-01-28 14:11:10
30,0.1958,2026-01-28 14:11:18
31,0.2978,2026-01-28 14:11:26
32,0.1821,2026-01-28 14:11:33
33,0.2442,2026-01-28 14:11:40
34,0.2356,2026-01-28 14:11:46
35,0.1246,2026-01-28 14:11:59
36,0.3986,2026-01-28 14:12:10
37,0.2065,2026-01-28 14:12:15
38,0.2678,2026-01-28 14:12:18
39,0.1968,2026-01-28 14:12:26
40,0.2393,2026-01-28 14:12:36
41,0.3981,2026-01-28 14:12:38
42,0.1706,2026-01-28 14:12:47
43,0.2556,2026-01-28 14:12:56
44,0.3221,2026-01-28 14:12:57
45,0.2455,2026-01-28 14:12:58
46,0.3345,2026-01-28 14:13:00
47,0.2309,2026-01-28 14:13:02
48,0.2958,2026-01-28 14:13:05
49,0.3961,2026-01-28 14:13:06
50,0.2203,2026-01-28 14:13:08
51,0.4031,2026-01-28 14:13:11
52,0.3981,2026-01-28 14:13:11
53,0.3961,2026-01-28 14:13:12
54,0.2596,2026-01-28 14:13:15
55,0.2631,2026-01-28 14:13:18
56,0.4006,2026-01-28 14:13:19
57,0.2728,2026-01-28 14:13:23
58,0.2073,2026-01-28 14:13:30
59,0.2748,2026-01-28 14:13:32
60,0.3981,2026-01-28 14:13:33
61,0.2726,2026-01-28 14:13:34
62,0.1901,2026-01-28 14:13:40
63,0.3366,2026-01-28 14:13:47
64,0.1878,2026-01-28 14:13:50
65,0.2931,2026-01-28 14:13:53
66,0.2585,2026-01-28 14:13:55
67,0.2504,2026-01-28 14:13:56
68,0.4027,2026-01-28 14:13:57
69,0.2973,2026-01-28 14:14:00
70,0.4006,2026-01-28 14:14:02
71,0.2934,2026-01-28 14:14:03
72,0.4006,2026-01-28 14:14:04
73,0.2929,2026-01-28 14:14:05
74,0.4006,2026-01-28 14:14:06
75,0.2938,2026-01-28 14:14:06
76,0.2941,2026-01-28 14:14:07
77,0.4006,2026-01-28 14:14:08
78,0.2982,2026-01-28 14:14:09
79,0.4006,2026-01-28 14:14:10
80,0.1438,2026-01-28 14:14:18
81,0.3986,2026-01-28 14:14:24
82,0.1888,2026-01-28 14:14:27
83,0.1638,2026-01-28 14:14:42
84,0.2669,2026-01-28 14:14:45
85,0.3051,2026-01-28 14:14:57
86,0.4131,2026-01-28 14:14:58
87,0.2643,2026-01-28 14:14:59
88,0.2352,2026-01-28 14:15:04
89,0.4006,2026-01-28 14:15:07
90,0.2968,2026-01-28 14:15:09
91,0.3981,2026-01-28 14:15:10
92,0.4002,2026-01-28 14:15:10
93,0.4006,2026-01-28 14:15:11
94,0.2866,2026-01-28 14:15:12
95,0.2240,2026-01-28 14:15:14
96,0.2681,2026-01-28 14:15:15
97,0.4027,2026-01-28 14:15:16
98,0.2364,2026-01-28 14:15:20
99,0.2643,2026-01-28 14:15:24
100,0.3986,2026-01-28 14:15:25
101,0.1815,2026-01-28 14:15:28
102,0.4002,2026-01-28 14:15:31
103,0.4002,2026-01-28 14:15:32
104,0.4027,2026-01-28 14:15:33
105,0.4002,2026-01-28 14:15:34
106,0.3022,2026-01-28 14:15:34
107,0.4052,2026-01-28 14:15:35
108,0.4027,2026-01-28 14:15:36
109,0.2841,2026-01-28 14:15:37
110,0.2579,2026-01-28 14:15:38
111,0.4002,2026-01-28 14:15:39
112,0.2010,2026-01-28 14:15:41
113,0.1689,2026-01-28 14:16:58
114,0.4006,2026-01-28 14:17:08
115,0.2912,2026-01-28 14:17:11
116,0.1836,2026-01-28 14:18:33
117,0.2246,2026-01-28 14:18:47
118,0.2898,2026-01-28 14:18:49
119,0.3997,2026-01-28 14:18:50
120,0.3961,2026-01-28 14:18:50
121,0.4002,2026-01-28 14:18:51
122,0.3981,2026-01-28 14:18:52
123,0.1997,2026-01-28 14:18:55
124,0.3954,2026-01-28 14:18:57
125,0.2507,2026-01-28 14:18:58
126,0.3277,2026-01-28 14:18:59
127,0.3981,2026-01-28 14:19:00
128,0.3986,2026-01-28 14:19:01
129,0.2760,2026-01-28 14:19:02
130,0.2542,2026-01-28 14:19:05
131,0.2960,2026-01-28 14:19:10
132,0.1561,2026-01-28 14:19:20
133,0.3242,2026-01-28 14:19:29
134,0.2837,2026-01-28 14:19:30
135,0.1646,2026-01-28 14:19:41
136,0.3033,2026-01-28 14:19:52
137,0.2279,2026-01-28 14:19:56
138,0.3945,2026-01-28 14:20:00
139,0.3966,2026-01-28 14:20:01
140,0.3986,2026-01-28 14:20:01
141,0.3945,2026-01-28 14:20:02
142,0.3970,2026-01-28 14:20:03
143,0.3879,2026-01-28 14:20:04
144,0.3920,2026-01-28 14:20:05
145,0.3929,2026-01-28 14:20:05
146,0.3879,2026-01-28 14:20:06
147,0.1884,2026-01-28 14:20:10
148,0.2371,2026-01-28 14:20:16
149,0.1593,2026-01-28 14:20:22
150,0.3966,2026-01-28 14:20:24
151,0.2529,2026-01-28 14:20:27
152,0.2182,2026-01-28 14:20:34
153,0.1985,2026-01-28 14:20:44
154,0.3966,2026-01-28 14:20:49
155,0.3961,2026-01-28 14:20:50
156,0.1167,2026-01-28 14:21:09
157,0.2766,2026-01-28 14:21:24
158,0.4036,2026-01-28 14:21:25
159,0.3920,2026-01-28 14:21:26
160,0.3133,2026-01-28 14:21:26
161,0.3966,2026-01-28 14:21:27
162,0.2859,2026-01-28 14:21:28
163,0.3956,2026-01-28 14:21:29
164,0.3981,2026-01-28 14:21:29
165,0.3986,2026-01-28 14:21:30
166,0.3941,2026-01-28 14:21:31
167,0.3063,2026-01-28 14:21:32
168,0.3986,2026-01-28 14:21:33
169,0.3961,2026-01-28 14:21:33
170,0.3961,2026-01-28 14:21:34
171,0.3986,2026-01-28 14:21:35
172,0.3164,2026-01-28 14:21:36
173,0.2571,2026-01-28 14:21:38
174,0.2099,2026-01-28 14:21:42
175,0.4131,2026-01-28 14:21:45
176,0.2558,2026-01-28 14:21:46
177,0.3981,2026-01-28 14:21:47
178,0.4006,2026-01-28 14:21:48
179,0.3051,2026-01-28 14:21:49
180,0.2015,2026-01-28 14:21:54
181,0.4006,2026-01-28 14:21:59
182,0.4006,2026-01-28 14:22:00
183,0.2146,2026-01-28 14:22:04
184,0.2418,2026-01-28 14:22:19
185,0.4006,2026-01-28 14:22:20
186,0.3102,2026-01-28 14:22:21
187,0.2609,2026-01-28 14:22:22
188,0.3961,2026-01-28 14:22:33
189,0.3961,2026-01-28 14:22:33
190,0.1695,2026-01-28 14:22:41
191,0.3986,2026-01-28 14:22:48
192,0.3051,2026-01-28 14:22:48
193,0.3961,2026-01-28 14:22:49
194,0.2079,2026-01-28 14:22:52
195,0.3945,2026-01-28 14:24:44
196,0.3970,2026-01-28 14:24:44
197,0.3900,2026-01-28 14:24:45
198,0.3991,2026-01-28 14:24:46
199,0.3986,2026-01-28 14:24:47
200,0.4011,2026-01-28 14:24:48
201,0.4011,2026-01-28 14:24:48
202,0.3966,2026-01-28 14:24:49
203,0.3966,2026-01-28 14:24:50
204,0.3961,2026-01-28 14:24:51
205,0.2704,2026-01-28 14:24:53
206,0.1777,2026-01-28 14:24:57
207,0.3981,2026-01-28 14:25:00
208,0.4006,2026-01-28 14:25:01
209,0.3986,2026-01-28 14:25:01
210,0.4006,2026-01-28 14:25:02
211,0.3986,2026-01-28 14:25:03
212,0.2608,2026-01-28 14:25:04
213,0.3986,2026-01-28 14:25:05
214,0.3046,2026-01-28 14:25:06
215,0.2678,2026-01-28 14:25:07
216,0.3986,2026-01-28 14:25:08
217,0.4006,2026-01-28 14:25:09
218,0.1712,2026-01-28 14:25:18
219,0.2822,2026-01-28 14:25:25
220,0.2406,2026-01-28 14:25:26
221,0.4006,2026-01-28 14:25:27
222,0.3936,2026-01-28 14:25:28
223,0.3966,2026-01-28 14:25:29
224,0.3966,2026-01-28 14:25:30
225,0.3941,2026-01-28 14:25:30
226,0.3941,2026-01-28 14:25:31
227,0.1614,2026-01-28 14:25:34
228,0.3966,2026-01-28 14:25:36
229,0.4011,2026-01-28 14:25:37
