SF,FQ,BW,CR,TP,IH,HS,PL,CL,RT,count,reward
9,869,250,7,20,0,200,78,140,1,1,0.2333
10,863,125,5,2,0,200,50,80,1,1,0.2327
11,879,500,8,9,0,200,40,100,1,1,0.2309
6,860,125,8,11,1,200,78,100,1,1,0.2291
10,875,500,6,6,0,200,67,80,1,1,0.2280
10,885,125,8,2,0,200,54,80,1,1,0.2279
11,876,250,7,3,0,200,38,80,1,1,0.2249
10,870,500,8,3,0,200,45,80,1,1,0.2246
10,864,500,5,11,0,200,64,100,1,1,0.2240
11,884,500,6,16,0,200,63,120,1,1,0.2237
11,874,500,7,15,0,200,75,120,1,1,0.2232
9,861,125,5,15,0,200,70,120,1,1,0.2230
8,886,125,5,20,0,200,81,140,1,1,0.2221
11,882,500,8,16,0,200,85,120,1,1,0.2203
12,890,250,5,7,0,200,35,80,1,1,0.2182
11,871,250,6,14,0,200,67,120,1,1,0.2146
11,881,500,7,14,0,200,81,120,1,1,0.2099
12,874,500,7,12,0,200,17,100,1,1,0.2079
10,874,500,8,17,0,200,53,120,1,1,0.2073
10,874,125,5,11,0,200,99,100,1,1,0.2065
11,877,125,5,14,0,200,19,120,1,1,0.2056
11,876,500,5,8,0,200,68,100,1,1,0.2032
12,861,250,5,2,0,200,27,80,1,1,0.2032
11,868,125,5,5,0,200,22,80,1,1,0.2015
12,872,500,6,15,0,200,18,120,1,1,0.2010
11,872,500,8,8,0,200,87,100,1,1,0.1997
12,860,250,6,8,0,200,31,100,1,1,0.1985
12,872,250,6,8,0,200,40,100,1,1,0.1981
11,889,125,7,4,0,200,65,80,1,1,0.1968
11,871,125,6,14,0,200,71,120,1,1,0.1958
11,863,250,8,17,0,200,18,120,1,1,0.1940
11,881,125,8,4,0,200,67,80,1,1,0.1932
10,880,125,5,14,0,200,95,120,1,1,0.1919
11,886,125,7,6,0,200,87,80,1,1,0.1907
12,878,250,8,13,0,200,27,100,1,1,0.1901
12,890,250,7,17,0,200,27,120,1,1,0.1890
12,862,500,6,7,0,200,27,80,1,1,0.1888
12,873,500,6,4,0,200,57,80,1,1,0.1884
11,864,250,5,13,0,200,63,100,1,1,0.1878
12,890,250,5,20,0,200,94,140,1,1,0.1844
12,861,125,8,14,0,200,60,120,1,1,0.1836
11,860,125,7,13,0,200,43,100,1,1,0.1821
12,874,500,8,9,0,200,37,100,1,1,0.1815
11,868,250,5,20,0,200,26,140,1,1,0.1777
11,860,125,6,10,0,200,78,100,1,1,0.1712
10,861,125,8,3,0,200,86,80,1,1,0.1711
12,876,250,8,6,0,200,56,80,1,1,0.1711
12,887,125,5,4,0,200,10,80,1,1,0.1709
11,885,125,6,8,0,200,86,100,1,1,0.1706
12,875,250,8,3,0,200,99,80,1,1,0.1702
11,870,125,7,14,0,200,52,120,1,1,0.1695
12,862,125,7,14,0,200,17,120,1,1,0.1689
12,863,125,7,14,0,200,27,120,1,1,0.1646
6,860,125,7,20,1,200,83,140,1,1,0.1638
11,867,500,6,9,0,200,93,100,1,1,0.1614
11,865,500,6,5,0,200,82,80,1,1,0.1593
12,860,250,6,14,0,200,48,120,1,1,0.1578
