SF,FQ,BW,CR,TP,IH,HS,PL,CL,RT,count,reward
7,875,500,5,5,0,200,89,80,1,1,0.1521
7,886,250,6,8,0,200,40,100,1,1,0.1521
10,870,500,8,14,0,200,25,120,1,1,0.1515
12,877,125,8,16,0,200,13,120,1,4,0.1511
10,868,125,8,9,0,200,31,100,1,1,0.1511
8,869,500,6,2,0,200,29,80,1,1,0.1509
9,884,125,7,7,0,200,48,80,1,1,0.1501
7,870,125,6,8,0,200,76,100,1,1,0.1498
8,889,125,8,5,0,200,37,80,1,1,0.1497
6,866,125,6,14,1,200,89,120,1,1,0.1494
6,860,250,8,6,1,200,86,80,1,1,0.1490
11,877,250,8,16,0,200,13,120,1,4,0.1473
7,873,125,6,2,0,200,41,80,1,1,0.1468
9,887,500,8,16,0,200,15,120,1,1,0.1462
7,867,500,7,12,0,200,80,100,1,1,0.1451
9,888,125,8,8,0,200,54,100,1,1,0.1447
11,862,250,7,14,0,200,11,120,1,1,0.1441
10,877,500,8,16,0,200,13,120,1,5,0.1435
11,877,500,5,16,0,200,13,120,1,5,0.1422
9,871,125,6,3,0,200,41,80,1,1,0.1421
10,880,125,5,6,0,200,91,80,1,1,0.1420
12,877,125,7,16,0,200,13,120,1,4,0.1420
12,877,250,8,16,0,200,13,120,1,4,0.1415
9,860,500,6,7,0,200,26,80,1,1,0.1414
10,872,125,7,4,0,200,61,80,1,1,0.1412
9,887,500,8,10,0,200,35,100,1,1,0.1402
10,865,250,6,4,0,200,79,80,1,1,0.1394
9,888,500,5,7,0,200,56,80,1,1,0.1393
9,870,250,7,6,0,200,89,80,1,1,0.1393
11,876,125,5,16,0,200,99,120,1,1,0.1392
11,863,125,5,5,0,200,95,80,1,1,0.1386
9,887,250,6,9,0,200,88,100,1,1,0.1382
10,865,250,8,9,0,200,50,100,1,1,0.1379
10,873,250,5,7,0,200,7,80,1,1,0.1378
10,882,500,6,11,0,200,53,100,1,1,0.1378
12,872,500,5,17,0,200,84,120,1,1,0.1376
11,887,250,5,9,0,200,49,100,1,1,0.1371
12,877,250,7,16,0,200,13,120,1,5,0.1360
8,860,500,7,12,0,200,76,100,1,1,0.1356
10,873,125,6,10,0,200,79,100,1,1,0.1350
9,880,125,8,4,0,200,53,80,1,1,0.1348
11,877,500,8,16,0,200,13,120,1,7,0.1346
9,877,500,5,11,0,200,46,100,1,1,0.1337
10,868,250,5,13,0,200,43,100,1,1,0.1334
8,869,500,5,4,0,200,47,80,1,1,0.1329
8,884,125,8,6,0,200,73,80,1,1,0.1328
9,888,500,6,5,0,200,13,80,1,1,0.1322
12,877,500,7,16,0,200,13,120,1,5,0.1315
10,870,125,6,3,0,200,85,80,1,1,0.1300
6,875,250,7,8,1,200,77,100,1,1,0.1291
9,870,125,6,8,0,200,87,100,1,1,0.1284
9,874,125,8,4,0,200,77,80,1,1,0.1282
9,874,500,5,10,0,200,43,100,1,1,0.1282
9,883,250,8,10,0,200,56,100,1,1,0.1275
8,888,500,7,5,0,200,45,80,1,1,0.1275
9,880,250,5,4,0,200,14,80,1,1,0.1271
12,877,500,8,16,0,200,13,120,1,4,0.1250
9,884,250,8,3,0,200,60,80,1,1,0.1233
12,877,500,6,16,0,200,13,120,1,5,0.1224
12,877,500,5,16,0,200,13,120,1,6,0.1210
12,872,250,5,14,0,200,77,120,1,1,0.1200
11,861,125,7,14,0,200,67,120,1,1,0.1197
9,880,250,7,4,0,200,63,80,1,1,0.1178
6,860,125,5,4,1,200,71,80,1,1,0.1177
7,882,250,7,4,0,200,44,80,1,1,0.1169
8,864,500,5,2,0,200,85,80,1,1,0.1159
11,866,500,5,4,0,200,15,80,1,1,0.1156
8,882,125,7,2,0,200,77,80,1,1,0.1156
11,877,250,5,10,0,200,25,100,1,1,0.1136
11,888,500,7,15,0,200,44,120,1,1,0.1126
9,867,250,6,3,0,200,68,80,1,1,0.1124
9,884,500,5,6,0,200,60,80,1,1,0.1119
11,872,250,8,3,0,200,13,80,1,1,0.1117
11,864,500,6,9,0,200,80,100,1,1,0.1064
11,886,500,6,8,0,200,35,100,1,1,0.1064
12,889,500,6,9,0,200,41,100,1,1,0.1047
10,880,500,8,13,0,200,86,100,1,1,0.1032
10,872,250,8,2,0,200,31,80,1,1,0.1013
10,881,250,7,5,0,200,83,80,1,1,0.1007
12,890,250,8,14,0,200,78,120,1,1,0.0951
11,867,500,6,10,0,200,100,100,1,1,0.0910
12,869,500,8,12,0,200,96,100,1,1,0.0899
12,885,125,5,16,0,200,91,120,1,1,0.0881
