SF,FQ,BW,CR,TP,IH,HS,PL,CL,RT,count,reward
6,875,500,5,16,1,200,18,120,1,135,0.3615
6,875,500,5,10,1,200,19,100,1,1,0.3279
6,875,500,6,16,1,200,18,120,1,58,0.3259
6,869,500,5,5,1,200,24,80,1,1,0.3031
6,871,500,8,5,1,200,8,80,1,1,0.2868
6,875,500,7,16,1,200,18,120,1,37,0.2866
6,875,500,8,16,1,200,18,120,1,18,0.2855
6,886,500,6,20,1,200,36,140,1,1,0.2840
7,861,500,7,15,0,200,6,120,1,1,0.2599
6,875,250,5,16,1,200,18,120,1,17,0.2548
6,868,500,7,9,1,200,25,100,1,1,0.2542
6,863,500,8,14,1,200,29,120,1,1,0.2485
6,869,500,6,8,1,200,34,100,1,1,0.2474
7,875,500,5,16,0,200,18,120,1,16,0.2474
6,887,500,5,16,1,200,49,120,1,1,0.2440
8,875,125,7,16,0,200,18,120,1,8,0.2417
6,875,125,5,16,1,200,18,120,1,9,0.2381
7,875,500,6,16,0,200,18,120,1,13,0.2377
6,875,125,6,16,1,200,18,120,1,10,0.2375
6,875,250,7,16,1,200,18,120,1,14,0.2375
6,875,250,6,16,1,200,18,120,1,13,0.2354
8,878,500,5,14,0,200,7,120,1,1,0.2337
7,875,500,7,16,0,200,18,120,1,11,0.2288
8,875,125,5,16,0,200,18,120,1,12,0.2275
7,875,125,5,16,0,200,18,120,1,9,0.2262
7,875,125,8,16,0,200,18,120,1,9,0.2249
8,875,250,5,16,0,200,18,120,1,8,0.2225
8,875,500,8,16,0,200,18,120,1,5,0.2224
10,865,125,6,20,0,200,18,140,1,1,0.2222
6,875,125,7,16,1,200,18,120,1,8,0.2201
8,875,250,8,16,0,200,18,120,1,6,0.2186
7,863,125,5,20,0,200,97,140,1,1,0.2176
10,875,125,8,16,0,200,18,120,1,8,0.2164
8,875,500,5,16,0,200,18,120,1,8,0.2162
6,868,500,6,17,1,200,86,120,1,1,0.2149
6,865,500,8,14,1,200,69,120,1,1,0.2126
7,875,250,5,16,0,200,18,120,1,11,0.2122
9,868,125,5,17,0,200,59,120,1,1,0.2116
