SF,FQ,BW,CR,TP,IH,HS,PL,CL,RT,count,reward
6,869,500,5,17,1,200,9,120,1,67,0.4227
6,873,500,5,17,1,200,17,120,1,1,0.3652
6,876,500,5,8,1,200,13,100,1,1,0.3599
6,869,500,6,17,1,200,9,120,1,102,0.3542
6,873,500,6,17,1,200,10,120,1,1,0.3466
6,869,500,7,17,1,200,9,120,1,25,0.3435
6,871,500,5,14,1,200,22,120,1,1,0.3151
6,869,500,8,17,1,200,9,120,1,22,0.3095
6,869,250,5,17,1,200,9,120,1,26,0.3016
6,879,500,5,11,1,200,27,100,1,1,0.2985
6,875,500,6,9,1,200,17,100,1,1,0.2974
6,884,500,8,15,1,200,11,120,1,1,0.2964
6,871,500,8,7,1,200,7,80,1,1,0.2930
6,879,500,6,15,1,200,23,120,1,1,0.2899
7,869,500,5,17,0,200,9,120,1,22,0.2871
8,869,125,5,17,0,200,9,120,1,10,0.2635
7,869,500,6,17,0,200,9,120,1,15,0.2582
6,869,250,6,17,1,200,9,120,1,15,0.2521
6,863,500,7,15,1,200,37,120,1,1,0.2482
7,869,250,5,17,0,200,9,120,1,10,0.2441
7,869,500,7,17,0,200,9,120,1,11,0.2409
8,869,125,6,17,0,200,9,120,1,8,0.2396
6,869,250,7,17,1,200,9,120,1,13,0.2380
8,869,500,5,17,0,200,9,120,1,10,0.2374
6,869,125,6,17,1,200,9,120,1,9,0.2365
8,869,250,5,17,0,200,9,120,1,5,0.2347
6,860,500,6,3,1,200,34,80,1,1,0.2318
6,869,125,5,17,1,200,9,120,1,8,0.2298
8,869,500,6,17,0,200,9,120,1,7,0.2284
6,886,500,8,3,1,200,28,80,1,1,0.2283
6,869,250,8,17,1,200,9,120,1,11,0.2280
7,869,250,6,17,0,200,9,120,1,6,0.2278
7,869,500,8,17,0,200,9,120,1,11,0.2272
6,882,125,5,10,1,200,11,100,1,1,0.2255
6,875,500,6,14,1,200,55,120,1,1,0.2228
6,875,500,5,15,1,200,57,120,1,1,0.2208
10,869,250,6,17,0,200,9,120,1,8,0.2189
7,861,500,5,7,0,200,18,80,1,1,0.2186
7,860,250,6,17,0,200,45,120,1,1,0.2183
8,869,500,7,17,0,200,9,120,1,8,0.2181
8,869,500,8,17,0,200,9,120,1,9,0.2178
6,877,500,6,15,1,200,60,120,1,1,0.2172
6,868,500,6,11,1,200,55,100,1,1,0.2171
9,882,125,7,15,0,200,57,120,1,1,0.2167
8,879,500,6,14,0,200,14,120,1,1,0.2165
7,869,125,5,17,0,200,9,120,1,10,0.2164
11,880,125,5,20,0,200,16,140,1,1,0.2161
7,888,125,6,20,0,200,52,140,1,1,0.2160
9,869,500,8,17,0,200,9,120,1,6,0.2159
9,869,125,7,17,0,200,9,120,1,8,0.2156
7,877,500,8,17,0,200,32,120,1,1,0.2154
6,886,500,6,20,1,200,92,140,1,1,0.2146
7,869,250,7,17,0,200,9,120,1,7,0.2144
6,862,500,5,17,1,200,92,120,1,1,0.2135
8,869,250,6,17,0,200,9,120,1,8,0.2133
6,869,125,8,17,1,200,9,120,1,8,0.2124
9,869,250,6,17,0,200,9,120,1,10,0.2103
6,865,500,8,7,1,200,45,80,1,1,0.2099
7,869,125,6,17,0,200,9,120,1,9,0.2087
9,875,500,5,17,0,200,7,120,1,1,0.2085
10,869,125,6,17,0,200,9,120,1,9,0.2068
6,869,125,7,17,1,200,9,120,1,5,0.2067
7,869,125,7,17,0,200,9,120,1,11,0.2064
9,869,500,6,17,0,200,9,120,1,5,0.2058
10,869,125,8,17,0,200,9,120,1,7,0.2057
9,869,125,6,17,0,200,9,120,1,5,0.2052
6,866,500,5,14,1,200,72,120,1,1,0.2044
6,862,500,7,7,1,200,50,80,1,1,0.2038
7,887,250,7,15,0,200,24,120,1,1,0.2030
8,869,125,7,17,0,200,9,120,1,7,0.2025
9,869,250,5,17,0,200,9,120,1,7,0.2009
6,869,500,7,14,1,200,67,120,1,1,0.1994
9,869,125,5,17,0,200,9,120,1,9,0.1993
8,869,250,7,17,0,200,9,120,1,7,0.1992
6,882,500,5,2,1,200,59,80,1,1,0.1984
9,869,500,5,17,0,200,9,120,1,8,0.1981
10,869,125,5,17,0,200,9,120,1,6,0.1976
7,880,500,8,14,0,200,15,120,1,1,0.1973
11,869,125,6,17,0,200,9,120,1,6,0.1970
6,863,250,8,16,1,200,33,120,1,1,0.1958
8,882,250,7,12,0,200,17,100,1,1,0.1958
8,869,125,8,17,0,200,9,120,1,9,0.1957
7,869,125,5,20,0,200,78,140,1,1,0.1956
7,883,125,5,17,0,200,65,120,1,1,0.1937
6,868,500,7,5,1,200,60,80,1,1,0.1937
9,869,500,7,17,0,200,9,120,1,6,0.1928
6,883,500,7,16,1,200,69,120,1,1,0.1926
9,869,250,8,17,0,200,9,120,1,8,0.1918
10,869,250,5,17,0,200,9,120,1,5,0.1917
7,869,250,8,17,0,200,9,120,1,9,0.1916
9,864,125,6,13,0,200,98,100,1,1,0.1915
6,884,125,6,2,1,200,7,80,1,1,0.1913
10,869,125,7,17,0,200,9,120,1,8,0.1909
9,864,125,6,9,0,200,55,100,1,1,0.1908
8,864,125,5,15,0,200,40,120,1,1,0.1908
11,869,125,8,17,0,200,9,120,1,7,0.1907
7,869,125,8,17,0,200,9,120,1,7,0.1905
6,879,500,8,9,1,200,59,100,1,1,0.1904
10,861,125,7,15,0,200,17,120,1,1,0.1902
9,869,125,8,17,0,200,9,120,1,8,0.1895
10,869,250,8,17,0,200,9,120,1,5,0.1876
9,869,250,7,17,0,200,9,120,1,8,0.1867
7,877,250,5,17,0,200,56,120,1,1,0.1847
9,887,125,7,13,0,200,64,100,1,1,0.1822
6,866,250,6,6,1,200,32,80,1,1,0.1821
9,877,125,5,17,0,200,87,120,1,1,0.1817
10,881,125,5,14,0,200,80,120,1,1,0.1811
8,861,125,5,9,0,200,73,100,1,1,0.1811
11,862,250,8,20,0,200,10,140,1,1,0.1798
6,887,500,8,17,1,200,93,120,1,1,0.1785
9,864,500,6,14,0,200,47,120,1,1,0.1778
7,875,250,7,7,0,200,10,80,1,1,0.1774
8,869,250,8,17,0,200,9,120,1,8,0.1772
10,868,125,5,16,0,200,66,120,1,1,0.1768
10,869,500,8,17,0,200,9,120,1,4,0.1768
11,869,250,7,17,0,200,9,120,1,4,0.1759
10,871,250,5,16,0,200,25,120,1,1,0.1758
9,873,125,5,14,0,200,60,120,1,1,0.1756
6,882,500,7,15,1,200,98,120,1,1,0.1755
6,887,500,5,4,1,200,89,80,1,1,0.1755
6,881,500,5,11,1,200,92,100,1,1,0.1752
9,861,250,5,15,0,200,73,120,1,1,0.1749
10,869,250,7,17,0,200,9,120,1,5,0.1745
10,860,250,8,15,0,200,41,120,1,1,0.1738
11,869,125,5,17,0,200,9,120,1,6,0.1736
6,885,250,5,14,1,200,100,120,1,1,0.1735
7,879,500,7,5,0,200,26,80,1,1,0.1733
11,869,125,7,17,0,200,9,120,1,8,0.1731
11,890,250,7,20,0,200,56,140,1,1,0.1727
9,869,250,7,15,0,200,97,120,1,1,0.1714
7,864,250,5,14,0,200,68,120,1,1,0.1711
7,888,500,5,5,0,200,29,80,1,1,0.1709
10,886,125,5,15,0,200,81,120,1,1,0.1708
8,868,250,5,12,0,200,68,100,1,1,0.1705
10,873,125,5,12,0,200,73,100,1,1,0.1701
8,867,250,6,11,0,200,61,100,1,1,0.1694
6,882,500,6,9,1,200,100,100,1,1,0.1671
10,869,500,5,17,0,200,9,120,1,6,0.1670
6,888,125,6,10,1,200,28,100,1,1,0.1669
9,885,250,5,13,0,200,76,100,1,1,0.1664
6,860,500,6,6,1,200,89,80,1,1,0.1661
10,878,500,8,20,0,200,15,140,1,1,0.1656
7,872,250,8,13,0,200,72,100,1,1,0.1653
8,890,125,7,8,0,200,46,100,1,1,0.1653
6,880,125,8,9,1,200,17,100,1,1,0.1643
10,878,250,7,16,0,200,54,120,1,1,0.1641
7,860,500,6,9,0,200,56,100,1,1,0.1637
11,869,250,8,17,0,200,9,120,1,4,0.1636
8,880,125,5,7,0,200,40,80,1,1,0.1631
8,860,500,6,8,0,200,24,100,1,1,0.1624
